sex,targetUttCode,featuresPresent,normResponse2,obj1,trial_type,blockNr,obj2,name,normResponse1,numFeatures,certainty,uttCode,utterance,pref2,targetFeature,targetFeatureNum,response0,Answer.time_in_minutes,normResponse0,response1,response2,workerid,slide_number,pref3,item,pref1,obj3 
male,22a2b-2a,"['solid', 'striped', 'blue', 'red']",0.15,211,task,2,221,,0.8,4,,22a2b,red,circle,shape,1,0.05,10.59695,0.05,0.8,0.15,39,21,square,3710,cloud,322
male,331-3,"['polka-dotted', 'red']",0.15,132,task,2,232,,0.8,2,,331,polka-dotted,circle,shape,1,0.05,10.59695,0.05,0.8,0.15,39,22,square,8150,cloud,332
,,,,,,,,,,,0.7,,,,,,,10.59695,,,,39,,,,,
female,211-3,"['circle', 'square', 'solid', 'striped', 'polka-dotted']",0,321,task,0,332,,0,5,,211,square,red,color,3,1,15.72065,1,0,0,40,3,green,11102,blue,213
female,211-3,"['cloud', 'square', 'solid', 'striped', 'polka-dotted']",0,111,task,0,332,,0,5,,211,solid,red,color,3,1,15.72065,1,0,0,40,4,green,14662,blue,123
female,22a1-3,"['cloud', 'circle', 'solid', 'polka-dotted']",0,131,task,0,132,,0,4,,22a1,cloud,red,color,3,1,15.72065,1,0,0,40,5,green,10802,blue,213
female,22a2b-2b,"['cloud', 'circle', 'striped', 'polka-dotted']",0.5652173913043479,121,task,0,231,,0,4,,22a2b,circle,red,color,3,0.5,15.72065,0.4347826086956522,0,0.65,40,6,green,23242,blue,233
,,,,,,,,,,,0.75,,,,,,,15.72065,,,,40,,,,,
female,22a2b-2a,"['cloud', 'square', 'solid', 'polka-dotted']",0.24242424242424246,111,task,1,312,,0.6060606060606061,4,,22a2b,square,red,color,3,0.25,15.72065,0.15151515151515152,1,0.4,40,11,green,7352,blue,332
female,311-3,"['cloud', 'circle', 'square', 'solid']",0.20689655172413793,211,task,1,112,,0.6896551724137931,4,,311,cloud,red,color,3,0.15,15.72065,0.10344827586206896,1,0.3,40,12,green,11771,blue,313
female,321-2,"['cloud', 'circle', 'square', 'striped']",0.08333333333333333,221,task,1,122,,0.8333333333333333,4,,321,square,red,color,3,0.1,15.72065,0.08333333333333333,1,0.1,40,13,green,4341,blue,322
female,311-3,"['cloud', 'circle', 'square', 'solid']",0,311,task,1,212,,1,4,,311,solid,red,color,3,0,15.72065,0,1,0,40,14,green,8631,blue,113
,,,,,,,,,,,1,,,,,,,15.72065,,,,40,,,,,
female,311-3,"['cloud', 'circle', 'square', 'polka-dotted']",0,131,task,2,332,,1,4,,311,polka-dotted,red,color,3,0,15.72065,0,1,0,40,19,green,24421,blue,233
female,311-3,"['cloud', 'circle', 'square', 'polka-dotted']",0,331,task,2,132,,1,4,,311,polka-dotted,red,color,3,0,15.72065,0,1,0,40,20,green,24131,blue,233
female,22a1-3,"['cloud', 'circle', 'striped', 'polka-dotted']",0,121,task,2,232,,1,4,,22a1,circle,red,color,3,0,15.72065,0,1,0,40,21,green,14532,blue,123
female,321-3,"['cloud', 'square', 'striped']",0,321,task,2,122,,1,3,,321,striped,red,color,3,0,15.72065,0,1,0,40,22,green,18421,blue,323
,,,,,,,,,,,1,,,,,,,15.72065,,,,40,,,,,
male,322b-2,"['cloud', 'circle', 'red']",0.13636363636363638,112,task,0,212,,0.18181818181818185,3,,322b,red,striped,texture,2,0.75,4.729033333333334,0.6818181818181819,0.2,0.15,41,3,polka-dotted,2741,solid,122
male,22b1-2,"['cloud', 'circle', 'square', 'blue', 'green']",0.08333333333333333,311,task,0,221,,0.08333333333333333,5,,22b1,square,striped,texture,2,1,4.729033333333334,0.8333333333333333,0.1,0.1,41,4,polka-dotted,13381,solid,123
male,311-3,"['cloud', 'circle', 'square', 'green']",0.11111111111111112,313,task,0,223,,0.1851851851851852,4,,311,square,striped,texture,2,0.95,4.729033333333334,0.7037037037037037,0.25,0.15,41,5,polka-dotted,22751,solid,133
male,22b1-2,"['circle', 'square', 'blue', 'red', 'green']",0.7692307692307692,211,task,0,232,,0.11538461538461538,5,,22b1,circle,striped,texture,2,0.15,4.729033333333334,0.11538461538461538,0.15,1,41,6,polka-dotted,12611,solid,313
,,,,,,,,,,,0.95,,,,,,,4.729033333333334,,,,41,,,,,
male,22b1-2,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",0.19047619047619047,121,task,1,312,,0.19047619047619047,5,,22b1,polka-dotted,circle,shape,1,0.65,4.729033333333334,0.6190476190476191,0.2,0.2,41,11,square,5130,cloud,132
male,321-3,"['striped', 'red', 'green']",0.19047619047619047,122,task,1,322,,0.19047619047619047,3,,321,striped,circle,shape,1,0.65,4.729033333333334,0.6190476190476191,0.2,0.2,41,12,square,16430,cloud,223
male,22a2b-2b,"['striped', 'polka-dotted', 'blue', 'green']",0.19047619047619047,131,task,1,123,,0.19047619047619047,4,,22a2b,polka-dotted,circle,shape,1,0.65,4.729033333333334,0.6190476190476191,0.2,0.2,41,13,square,19870,cloud,323
male,211-3,"['solid', 'striped', 'polka-dotted', 'red', 'green']",0.6666666666666666,332,task,1,213,,0.16666666666666666,5,,211,polka-dotted,circle,shape,1,0.2,4.729033333333334,0.16666666666666666,0.2,0.8,41,14,square,15180,cloud,123
,,,,,,,,,,,0.75,,,,,,,4.729033333333334,,,,41,,,,,
male,331-3,"['striped', 'blue']",0.16,121,task,2,221,,0.6799999999999999,2,,331,striped,circle,shape,1,0.2,4.729033333333334,0.16,0.85,0.2,41,19,square,190,cloud,321
male,22a2b-2a,"['solid', 'polka-dotted', 'red', 'green']",0.19047619047619047,312,task,2,113,,0.14285714285714285,4,,22a2b,polka-dotted,circle,shape,1,0.7,4.729033333333334,0.6666666666666666,0.15,0.2,41,20,square,21880,cloud,133
male,22b2b-2,"['striped', 'polka-dotted', 'red', 'green']",0.19047619047619047,132,task,2,123,,0.14285714285714285,4,,22b2b,red,circle,shape,1,0.7,4.729033333333334,0.6666666666666666,0.15,0.2,41,21,square,25250,cloud,233
male,322b-2,"['solid', 'red', 'green']",0.1739130434782609,112,task,2,212,,0.6521739130434783,3,,322b,red,circle,shape,1,0.2,4.729033333333334,0.1739130434782609,0.75,0.2,41,22,square,8700,cloud,113
,,,,,,,,,,,0.8,,,,,,,4.729033333333334,,,,41,,,,,
male,22b1-3,"['circle', 'square', 'solid', 'striped']",0.3,221,task,0,312,,0.3,4,,22b1,solid,red,color,3,1,6.812366666666667,0.4,0.75,0.75,42,3,green,18302,blue,323
male,22a2b-2b,"['cloud', 'circle', 'solid', 'striped']",0.10714285714285715,212,task,0,122,,0.4285714285714286,4,,22a2b,striped,red,color,3,0.65,6.812366666666667,0.46428571428571436,0.6,0.15,42,4,green,10452,blue,213
male,321-3,"['cloud', 'square', 'striped']",0.4390243902439025,321,task,0,122,,0.17073170731707318,3,,321,square,red,color,3,0.8,6.812366666666667,0.39024390243902446,0.35,0.9,42,5,green,18421,blue,323
male,321-3,"['cloud', 'striped', 'polka-dotted']",0.2857142857142857,131,task,0,122,,0.34285714285714286,3,,321,striped,red,color,3,0.65,6.812366666666667,0.37142857142857144,0.6,0.5,42,6,green,14021,blue,123
,,,,,,,,,,,0.55,,,,,,,6.812366666666667,,,,42,,,,,
male,331-3,"['circle', 'blue']",0.33333333333333326,211,task,1,221,,0.36111111111111105,2,,331,blue,striped,texture,2,0.55,6.812366666666667,0.3055555555555555,0.65,0.6,42,11,polka-dotted,420,solid,231
male,22b1-3,"['cloud', 'square', 'blue', 'green']",0.34285714285714286,131,task,1,113,,0.31428571428571433,4,,22b1,green,striped,texture,2,0.6,6.812366666666667,0.34285714285714286,0.55,0.6,42,12,polka-dotted,19301,solid,323
male,321-2,"['cloud', 'circle', 'square', 'green']",0.3055555555555556,313,task,1,133,,0.3333333333333333,4,,321,green,striped,texture,2,0.65,6.812366666666667,0.3611111111111111,0.6,0.55,42,13,polka-dotted,25961,solid,233
male,22a1-3,"['circle', 'square', 'blue', 'green']",0.27272727272727276,321,task,1,213,,0.36363636363636365,4,,22a1,green,striped,texture,2,0.6,6.812366666666667,0.36363636363636365,0.6,0.45,42,14,polka-dotted,24761,solid,233
,,,,,,,,,,,0.5,,,,,,,6.812366666666667,,,,42,,,,,
male,22b2b-2,"['circle', 'square', 'blue', 'green']",0.2903225806451613,211,task,2,331,,0.3548387096774194,4,,22b2b,blue,striped,texture,2,0.55,6.812366666666667,0.3548387096774194,0.55,0.45,42,19,polka-dotted,23291,solid,233
male,22b1-3,"['cloud', 'square', 'blue', 'green']",0.36363636363636365,321,task,2,131,,0.33333333333333337,4,,22b1,blue,striped,texture,2,0.5,6.812366666666667,0.30303030303030304,0.55,0.6,42,20,polka-dotted,8361,solid,113
male,22a2b-2b,"['cloud', 'square', 'red', 'green']",0.2903225806451613,332,task,2,113,,0.3225806451612903,4,,22a2b,green,striped,texture,2,0.6,6.812366666666667,0.3870967741935484,0.5,0.45,42,21,polka-dotted,21941,solid,133
male,22a1-3,"['cloud', 'square', 'blue', 'red']",0.3783783783783784,311,task,2,321,,0.29729729729729737,4,,22a1,blue,striped,texture,2,0.6,6.812366666666667,0.32432432432432434,0.55,0.7,42,22,polka-dotted,4671,solid,132
,,,,,,,,,,,0.6,,,,,,,6.812366666666667,,,,42,,,,,
female,22a2b-2a,"['cloud', 'circle', 'blue', 'green']",0,231,task,0,113,,0.3333333333333333,4,,22a2b,cloud,striped,texture,2,1,5.38765,0.6666666666666666,0.5,0,43,3,polka-dotted,24601,solid,233
female,331-3,"['square', 'green']",0,313,task,0,323,,1,2,,331,green,striped,texture,2,0,5.38765,0,1,0,43,4,polka-dotted,28730,solid,333
female,22a1-3,"['cloud', 'square', 'blue', 'red']",0,311,task,0,331,,1,4,,22a1,cloud,striped,texture,2,0,5.38765,0,1,0,43,5,polka-dotted,2501,solid,122
female,22b2b-2,"['circle', 'square', 'blue', 'red']",0.3846153846153846,311,task,0,212,,0,4,,22b2b,circle,striped,texture,2,0.8,5.38765,0.6153846153846154,0,0.5,43,6,polka-dotted,4111,solid,322
,,,,,,,,,,,0.75,,,,,,,5.38765,,,,43,,,,,
female,22a2b-2a,"['circle', 'square', 'striped', 'polka-dotted']",0,221,task,1,231,,0.3846153846153846,4,,22a2b,striped,red,color,3,0.8,5.38765,0.6153846153846154,0.5,0,43,11,green,26252,blue,333
female,321-2,"['cloud', 'circle', 'square', 'polka-dotted']",0.37037037037037035,331,task,1,132,,0.6296296296296295,4,,321,cloud,red,color,3,0,5.38765,0,0.85,0.5,43,12,green,6731,blue,232
female,22a1-3,"['cloud', 'circle', 'solid', 'polka-dotted']",0.5862068965517241,131,task,1,132,,0.20689655172413793,4,,22a1,circle,red,color,3,0.3,5.38765,0.20689655172413793,0.3,0.85,43,13,green,10802,blue,213
female,321-2,"['square', 'solid', 'striped', 'polka-dotted']",0.14814814814814817,312,task,1,322,,0.7407407407407408,4,,321,solid,red,color,3,0.15,5.38765,0.11111111111111112,1,0.2,43,14,green,27021,blue,333
,,,,,,,,,,,0.8,,,,,,,5.38765,,,,43,,,,,
female,331-3,"['square', 'blue']",0.1923076923076923,311,task,2,321,,0.7692307692307692,2,,331,blue,striped,texture,2,0.05,5.38765,0.038461538461538464,1,0.25,43,19,polka-dotted,680,solid,331
female,321-3,"['circle', 'blue', 'red']",0.8333333333333333,211,task,2,221,,0,3,,321,red,striped,texture,2,0.15,5.38765,0.16666666666666666,0,0.75,43,20,polka-dotted,5670,solid,232
female,321-3,"['circle', 'red', 'green']",0.05,212,task,2,223,,0,3,,321,red,striped,texture,2,0.95,5.38765,0.95,0,0.05,43,21,polka-dotted,25410,solid,233
female,22a1-3,"['cloud', 'square', 'blue', 'green']",0,111,task,2,323,,0,4,,22a1,cloud,striped,texture,2,0.9,5.38765,1,0,0,43,22,polka-dotted,28531,solid,333
,,,,,,,,,,,0.8,,,,,,,5.38765,,,,43,,,,,
male,311-3,"['solid', 'striped', 'polka-dotted', 'green']",0.16666666666666669,213,task,0,323,,0.7083333333333334,4,,311,solid,circle,shape,1,0.15,6.2674,0.125,0.85,0.2,44,3,square,22960,cloud,133
male,22b1-3,"['solid', 'polka-dotted', 'blue', 'green']",0.12000000000000002,311,task,0,213,,0.7600000000000001,4,,22b1,green,circle,shape,1,0.15,6.2674,0.12000000000000002,0.95,0.15,44,4,square,21970,cloud,133
male,311-3,"['solid', 'blue', 'red', 'green']",0,211,task,0,312,,1,4,,311,blue,circle,shape,1,0,6.2674,0,1,0,44,5,square,8720,cloud,113
male,22a2b-2a,"['solid', 'striped', 'red', 'green']",0.8,112,task,0,113,,0.1,4,,22a2b,green,circle,shape,1,0.1,6.2674,0.1,0.1,0.8,44,6,square,19330,cloud,323
,,,,,,,,,,,0.65,,,,,,,6.2674,,,,44,,,,,
male,321-2,"['square', 'solid', 'striped', 'polka-dotted']",0.05555555555555555,311,task,1,331,,0.05555555555555555,4,,321,solid,red,color,3,0.8,6.2674,0.8888888888888888,0.05,0.05,44,11,green,18011,blue,323
male,22a2b-2a,"['cloud', 'square', 'solid', 'striped']",0.8095238095238094,122,task,1,322,,0.09523809523809523,4,,22a2b,solid,red,color,3,0.1,6.2674,0.09523809523809523,0.1,0.85,44,12,green,9192,blue,113
male,321-2,"['square', 'solid', 'striped', 'polka-dotted']",0.35714285714285715,312,task,1,322,,0.6071428571428572,4,,321,solid,red,color,3,0.05,6.2674,0.03571428571428572,0.85,0.5,44,13,green,27021,blue,333
male,22b1-3,"['circle', 'square', 'striped', 'polka-dotted']",0.2692307692307693,231,task,1,222,,0.23076923076923078,4,,22b1,circle,red,color,3,0.65,6.2674,0.5000000000000001,0.3,0.35,44,14,green,18562,blue,323
,,,,,,,,,,,0.25,,,,,,,6.2674,,,,44,,,,,
male,22b2b-2,"['cloud', 'square', 'solid', 'polka-dotted']",0.05,112,task,2,332,,0.9,4,,22b2b,cloud,red,color,3,0.05,6.2674,0.05,0.9,0.05,44,19,green,21692,blue,133
male,311-3,"['cloud', 'solid', 'striped', 'polka-dotted']",0,121,task,2,112,,0.9473684210526315,4,,311,solid,red,color,3,0.05,6.2674,0.05263157894736842,0.9,0,44,20,green,20631,blue,133
male,322b-2,"['square', 'solid', 'polka-dotted']",0,331,task,2,312,,1,3,,322b,solid,red,color,3,0,6.2674,0,1,0,44,21,green,7431,blue,332
male,22a1-3,"['cloud', 'square', 'solid', 'polka-dotted']",0,311,task,2,132,,1,4,,22a1,polka-dotted,red,color,3,0,6.2674,0,1,0,44,22,green,12472,blue,313
,,,,,,,,,,,0.8,,,,,,,6.2674,,,,44,,,,,
female,22a2b-2b,"['cloud', 'square', 'solid', 'striped']",0.15625,311,task,0,121,,0.3125,4,,22a2b,square,red,color,3,0.85,5.899583333333333,0.53125,0.5,0.25,45,3,green,13352,blue,123
female,22b1-3,"['cloud', 'square', 'striped', 'polka-dotted']",0.03703703703703704,131,task,0,122,,0.5185185185185185,4,,22b1,cloud,red,color,3,0.6,5.899583333333333,0.4444444444444445,0.7,0.05,45,4,green,26722,blue,333
female,322b-2,"['cloud', 'square', 'solid']",0.25925925925925924,312,task,0,113,,0.40740740740740744,3,,322b,square,red,color,3,0.45,5.899583333333333,0.3333333333333333,0.55,0.35,45,5,green,13041,blue,313
female,22a2b-2a,"['cloud', 'square', 'solid', 'striped']",0.10344827586206896,122,task,0,322,,0.5862068965517241,4,,22a2b,square,red,color,3,0.45,5.899583333333333,0.3103448275862069,0.85,0.15,45,6,green,9192,blue,113
,,,,,,,,,,,0.65,,,,,,,5.899583333333333,,,,45,,,,,
female,321-3,"['circle', 'red', 'green']",0.45945945945945943,232,task,1,213,,0.27027027027027023,3,,321,red,striped,texture,2,0.5,5.899583333333333,0.27027027027027023,0.5,0.85,45,11,polka-dotted,17270,solid,223
female,22b2b-2,"['circle', 'square', 'red', 'green']",0.358974358974359,212,task,1,313,,0.25641025641025644,4,,22b2b,circle,striped,texture,2,0.75,5.899583333333333,0.38461538461538464,0.5,0.7,45,12,polka-dotted,25001,solid,233
female,331-3,"['circle', 'green']",0.35,213,task,1,223,,0.325,2,,331,green,striped,texture,2,0.65,5.899583333333333,0.325,0.65,0.7,45,13,polka-dotted,25500,solid,233
female,211-3,"['cloud', 'circle', 'square', 'blue', 'red']",0.33333333333333337,131,task,1,312,,0.3571428571428572,5,,211,red,striped,texture,2,0.65,5.899583333333333,0.3095238095238096,0.75,0.7,45,14,polka-dotted,3471,solid,222
,,,,,,,,,,,0.5,,,,,,,5.899583333333333,,,,45,,,,,
female,311-3,"['cloud', 'circle', 'square', 'solid']",0.2857142857142857,211,task,2,112,,0.2857142857142857,4,,311,circle,red,color,3,0.75,5.899583333333333,0.42857142857142855,0.5,0.5,45,19,green,11771,blue,313
female,321-3,"['circle', 'striped', 'polka-dotted']",0.358974358974359,231,task,2,222,,0.25641025641025644,3,,321,polka-dotted,red,color,3,0.75,5.899583333333333,0.38461538461538464,0.5,0.7,45,20,green,23851,blue,233
female,22b1-3,"['cloud', 'square', 'solid', 'polka-dotted']",0.358974358974359,331,task,2,112,,0.23076923076923078,4,,22b1,square,red,color,3,0.8,5.899583333333333,0.4102564102564103,0.45,0.7,45,21,green,20682,blue,133
female,331-3,"['circle', 'striped']",0.39024390243902446,221,task,2,222,,0.21951219512195125,2,,331,circle,red,color,3,0.8,5.899583333333333,0.39024390243902446,0.45,0.8,45,22,green,16220,blue,223
,,,,,,,,,,,0.7,,,,,,,5.899583333333333,,,,45,,,,,
female,22b1-3,"['cloud', 'square', 'striped', 'polka-dotted']",0.08333333333333333,331,task,0,132,,0.08333333333333333,4,,22b1,polka-dotted,red,color,3,1,5.511783333333334,0.8333333333333333,0.1,0.1,46,3,green,14432,blue,123
female,211-3,"['circle', 'square', 'solid', 'striped', 'polka-dotted']",0.13636363636363635,311,task,0,222,,0.7272727272727273,5,,211,circle,red,color,3,0.15,5.511783333333334,0.13636363636363635,0.8,0.15,46,4,green,23802,blue,233
female,321-3,"['cloud', 'solid', 'striped']",0.13636363636363638,121,task,0,112,,0.7727272727272728,3,,321,solid,red,color,3,0.1,5.511783333333334,0.09090909090909093,0.85,0.15,46,5,green,13691,blue,123
female,22b1-2,"['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.13636363636363638,131,task,0,222,,0.7727272727272728,5,,22b1,circle,red,color,3,0.1,5.511783333333334,0.09090909090909093,0.85,0.15,46,6,green,7642,blue,332
,,,,,,,,,,,0.8,,,,,,,5.511783333333334,,,,46,,,,,
female,321-2,"['cloud', 'circle', 'square', 'blue']",0.13043478260869565,111,task,1,311,,0.13043478260869565,4,,321,square,striped,texture,2,0.85,5.511783333333334,0.7391304347826088,0.15,0.15,46,11,polka-dotted,51,solid,221
female,22a1-3,"['circle', 'square', 'blue', 'red']",0.13043478260869565,311,task,1,321,,0.13043478260869565,4,,22a1,square,striped,texture,2,0.85,5.511783333333334,0.7391304347826088,0.15,0.15,46,12,polka-dotted,5721,solid,232
female,322b-2,"['cloud', 'square', 'blue']",0.037037037037037035,121,task,1,321,,0.3333333333333333,3,,322b,square,striped,texture,2,0.85,5.511783333333334,0.6296296296296295,0.45,0.05,46,13,polka-dotted,331,solid,131
female,22b1-2,"['circle', 'square', 'blue', 'red', 'green']",0.07142857142857142,211,task,1,222,,0.3214285714285714,5,,22b1,circle,striped,texture,2,0.85,5.511783333333334,0.6071428571428571,0.45,0.1,46,14,polka-dotted,18501,solid,323
,,,,,,,,,,,0.75,,,,,,,5.511783333333334,,,,46,,,,,
female,322b-2,"['solid', 'blue', 'green']",0.3448275862068966,111,task,2,311,,0.20689655172413793,3,,322b,blue,circle,shape,1,0.65,5.511783333333334,0.4482758620689655,0.3,0.5,46,19,square,11410,cloud,313
female,321-3,"['solid', 'striped', 'red']",0.4166666666666667,212,task,2,312,,0.4166666666666667,3,,321,solid,circle,shape,1,0.2,5.511783333333334,0.16666666666666669,0.5,0.5,46,20,square,2850,cloud,122
female,331-3,"['polka-dotted', 'blue']",0.35714285714285715,131,task,2,231,,0.35714285714285715,2,,331,blue,circle,shape,1,0.4,5.511783333333334,0.28571428571428575,0.5,0.5,46,21,square,830,cloud,331
female,22a2b-2a,"['solid', 'striped', 'red', 'green']",0.23076923076923075,312,task,2,322,,0.4615384615384615,4,,22a2b,solid,circle,shape,1,0.4,5.511783333333334,0.3076923076923077,0.6,0.3,46,22,square,10710,cloud,213
,,,,,,,,,,,0.25,,,,,,,5.511783333333334,,,,46,,,,,
male,211-3,"['cloud', 'square', 'blue', 'red', 'green']",0.07142857142857142,321,task,0,112,,0.2857142857142857,5,,211,cloud,striped,texture,2,0.9,9.4171,0.6428571428571428,0.4,0.1,47,3,polka-dotted,20651,solid,133
male,22b1-2,"['cloud', 'circle', 'square', 'blue', 'red']",0.03571428571428571,131,task,0,222,,0.6428571428571428,5,,22b1,red,striped,texture,2,0.45,9.4171,0.3214285714285714,0.9,0.05,47,4,polka-dotted,7641,solid,332
male,321-2,"['circle', 'blue', 'red', 'green']",0.3103448275862069,211,task,0,222,,0.6896551724137931,4,,321,circle,striped,texture,2,0,9.4171,0,1,0.45,47,5,polka-dotted,10480,solid,213
male,22a1-3,"['cloud', 'square', 'blue', 'red']",0.038461538461538464,311,task,0,331,,0.34615384615384615,4,,22a1,blue,striped,texture,2,0.8,9.4171,0.6153846153846154,0.45,0.05,47,6,polka-dotted,2501,solid,122
,,,,,,,,,,,0.4,,,,,,,9.4171,,,,47,,,,,
male,321-2,"['solid', 'striped', 'polka-dotted', 'red']",0.7142857142857143,212,task,1,322,,0,4,,321,red,circle,shape,1,0.4,9.4171,0.28571428571428575,0,1,47,11,square,6610,cloud,232
male,22b2b-2,"['solid', 'polka-dotted', 'red', 'green']",0.6666666666666666,212,task,1,313,,0.037037037037037035,4,,22b2b,green,circle,shape,1,0.4,9.4171,0.2962962962962963,0.05,0.9,47,12,square,25000,cloud,233
male,322b-2,"['solid', 'striped', 'green']",0.40740740740740744,113,task,1,213,,0,3,,322b,green,circle,shape,1,0.8,9.4171,0.5925925925925926,0,0.55,47,13,square,17290,cloud,223
male,22a2b-2a,"['solid', 'striped', 'blue', 'red']",0.4999999999999999,221,task,1,312,,0.041666666666666664,4,,22a2b,red,circle,shape,1,0.55,9.4171,0.4583333333333333,0.05,0.6,47,14,square,4230,cloud,322
,,,,,,,,,,,0.65,,,,,,,9.4171,,,,47,,,,,
male,22a1-3,"['striped', 'polka-dotted', 'blue', 'green']",0.6206896551724137,121,task,2,233,,0.06896551724137931,4,,22a1,green,circle,shape,1,0.45,9.4171,0.31034482758620685,0.1,0.9,47,19,square,29030,cloud,333
male,22a2b-2b,"['striped', 'polka-dotted', 'blue', 'red']",0.6428571428571429,221,task,2,321,,0.07142857142857144,4,,22a2b,blue,circle,shape,1,0.4,9.4171,0.28571428571428575,0.1,0.9,47,20,square,6940,cloud,332
male,22a2b-2b,"['solid', 'striped', 'red', 'green']",0.75,322,task,2,113,,0,4,,22a2b,green,circle,shape,1,0.3,9.4171,0.25,0,0.9,47,21,square,13070,cloud,313
male,22b1-3,"['solid', 'polka-dotted', 'blue', 'green']",0.6666666666666666,311,task,2,213,,0.20833333333333331,4,,22b1,green,circle,shape,1,0.15,9.4171,0.12499999999999997,0.25,0.8,47,22,square,21970,cloud,133
,,,,,,,,,,,0.75,,,,,,,9.4171,,,,47,,,,,
male,321-3,"['circle', 'red', 'green']",0.10526315789473685,212,task,0,223,,0.7894736842105263,3,,321,green,striped,texture,2,0.1,5.17895,0.10526315789473685,0.75,0.1,48,3,polka-dotted,25410,solid,233
male,211-3,"['cloud', 'circle', 'blue', 'red', 'green']",0.2631578947368421,231,task,0,122,,0.4736842105263158,5,,211,green,striped,texture,2,0.25,5.17895,0.2631578947368421,0.45,0.25,48,4,polka-dotted,10421,solid,213
male,321-2,"['circle', 'blue', 'red', 'green']",0.32,231,task,0,212,,0.4,4,,321,green,striped,texture,2,0.35,5.17895,0.27999999999999997,0.5,0.4,48,5,polka-dotted,23520,solid,233
male,22b1-3,"['cloud', 'square', 'blue', 'green']",0.25925925925925924,121,task,0,113,,0.40740740740740744,4,,22b1,square,striped,texture,2,0.45,5.17895,0.3333333333333333,0.55,0.35,48,6,polka-dotted,27561,solid,333
,,,,,,,,,,,0,,,,,,,5.17895,,,,48,,,,,
male,322b-2,"['square', 'blue', 'red']",0.5599999999999999,331,task,1,312,,0.2,3,,322b,blue,striped,texture,2,0.3,5.17895,0.24,0.25,0.7,48,11,polka-dotted,7430,solid,332
male,321-3,"['circle', 'blue', 'red']",0.19999999999999998,211,task,1,221,,0.3333333333333333,3,,321,blue,striped,texture,2,0.7,5.17895,0.4666666666666666,0.5,0.3,48,12,polka-dotted,5670,solid,232
male,22a1-3,"['circle', 'square', 'blue', 'red']",0.1739130434782609,321,task,1,331,,0.30434782608695654,4,,22a1,circle,striped,texture,2,0.6,5.17895,0.5217391304347826,0.35,0.2,48,13,polka-dotted,1531,solid,212
male,211-3,"['cloud', 'circle', 'blue', 'red', 'green']",0.2173913043478261,231,task,1,122,,0.6086956521739131,5,,211,red,striped,texture,2,0.2,5.17895,0.1739130434782609,0.7,0.25,48,14,polka-dotted,10421,solid,213
,,,,,,,,,,,0.1,,,,,,,5.17895,,,,48,,,,,
male,22b1-3,"['cloud', 'square', 'blue', 'green']",0.04166666666666667,331,task,2,313,,0.5,4,,22b1,green,striped,texture,2,0.55,5.17895,0.45833333333333337,0.6,0.05,48,19,polka-dotted,15281,solid,123
male,321-2,"['cloud', 'circle', 'square', 'blue']",0,111,task,2,311,,0.5,4,,321,blue,striped,texture,2,0.65,5.17895,0.5,0.65,0,48,20,polka-dotted,51,solid,221
male,211-3,"['cloud', 'circle', 'square', 'blue', 'red']",0,231,task,2,312,,0.5185185185185185,5,,211,red,striped,texture,2,0.65,5.17895,0.48148148148148145,0.7,0,48,21,polka-dotted,2821,solid,122
male,22b2b-2,"['circle', 'square', 'blue', 'red']",0,311,task,2,212,,0.5172413793103449,4,,22b2b,red,striped,texture,2,0.7,5.17895,0.48275862068965514,0.75,0,48,22,polka-dotted,4111,solid,322
,,,,,,,,,,,0.35,,,,,,,5.17895,,,,48,,,,,
female,22b1-2,"['circle', 'square', 'blue', 'red', 'green']",0.5357142857142857,211,task,0,232,,0.35714285714285715,5,,22b1,circle,striped,texture,2,0.15,5.360083333333334,0.10714285714285715,0.5,0.75,49,3,polka-dotted,12611,solid,313
female,22a2b-2b,"['cloud', 'square', 'blue', 'red']",0.6129032258064516,131,task,0,322,,0.19354838709677422,4,,22a2b,square,striped,texture,2,0.3,5.360083333333334,0.19354838709677422,0.3,0.95,49,4,polka-dotted,7771,solid,332
female,22b1-2,"['cloud', 'circle', 'square', 'red', 'green']",0.7142857142857143,212,task,0,313,,0.2142857142857143,5,,22b1,green,striped,texture,2,0.1,5.360083333333334,0.07142857142857144,0.3,1,49,5,polka-dotted,22241,solid,133
female,22b1-2,"['circle', 'square', 'blue', 'red', 'green']",0.9523809523809523,221,task,0,232,,0.047619047619047616,5,,22b1,circle,striped,texture,2,0,5.360083333333334,0,0.05,1,49,6,polka-dotted,27241,solid,333
,,,,,,,,,,,1,,,,,,,5.360083333333334,,,,49,,,,,
female,22a2b-2b,"['cloud', 'square', 'blue', 'red']",0.8636363636363636,131,task,1,322,,0,4,,22a2b,red,striped,texture,2,0.15,5.360083333333334,0.13636363636363638,0,0.95,49,11,polka-dotted,7771,solid,332
female,311-3,"['cloud', 'circle', 'square', 'green']",0.4571428571428572,113,task,1,323,,0.08571428571428572,4,,311,green,striped,texture,2,0.8,5.360083333333334,0.4571428571428572,0.15,0.8,49,12,polka-dotted,25711,solid,233
female,311-3,"['cloud', 'circle', 'square', 'red']",0.4102564102564103,312,task,1,122,,0.07692307692307693,4,,311,red,striped,texture,2,1,5.360083333333334,0.5128205128205129,0.15,0.8,49,13,polka-dotted,6371,solid,232
