,workerid,item,slide_number,condition,language,pref1,response1,pref2,response2,pref3,response3,pref4,response4,pref5,response5,pref6,response6,pref7,response7,pref8,response8,pref9,response9,obj1,obj2,obj3,ambiguous,numFeatures,utterancecode
425,28,916,7,212121,English,blue,0.4,circle,0.4,solid,0.65,striped,0.7,cloud,0.65,green,0.65,,,,,,,123,123,211,False,6,22a2a
426,28,1977,8,323232,English,blue,1.0,polka-dotted,1.0,cloud,1.0,,,,,,,,,,,,,131,131,131,False,3,333
427,28,170,9,323212,English,solid,0.4,circle,1.0,red,1.0,striped,0.5,,,,,,,,,,,212,222,222,True,4,332
428,28,1890,10,123212,English,green,0.65,polka-dotted,0.7,solid,0.3,circle,1.0,blue,0.35,,,,,,,,,211,233,233,True,5,322a
429,28,1479,11,123211,English,solid,0.25,red,1.0,striped,0.6,circle,0.55,polka-dotted,0.35,square,0.35,,,,,,,232,312,322,True,6,321
430,28,730,12,212122,English,striped,0.6,solid,0.25,cloud,0.35,square,0.7,blue,0.3,green,0.5,,,,,,,321,323,111,True,6,22a2b
431,28,1259,13,111111,English,square,0.25,circle,0.2,polka-dotted,0.3,green,0.2,cloud,0.2,blue,0.2,red,0.25,solid,0.2,striped,0.25,221,112,333,False,9,111
432,28,44,14,122112,English,solid,0.25,circle,0.35,cloud,0.4,green,0.35,blue,0.3,polka-dotted,0.45,,,,,,,131,113,213,True,6,22a2b
433,28,736,15,212122,English,circle,0.65,blue,0.35,striped,0.6,square,0.5,green,0.4,solid,0.4,,,,,,,211,213,321,True,6,22a2b
434,28,941,16,212121,English,cloud,0.6,blue,0.35,solid,0.5,polka-dotted,0.4,green,0.65,circle,0.65,,,,,,,211,211,133,False,6,22a2a
435,28,1909,17,111212,English,cloud,0.4,circle,0.65,red,0.65,green,0.4,square,0.6,striped,0.35,solid,0.3,,,,,323,112,212,True,7,22a1
436,29,101,3,212111,English,circle,0.85,square,0.3,striped,0.3,polka-dotted,0.85,blue,0.85,green,0.3,cloud,0.3,,,,,323,123,231,True,7,22a1
437,29,954,4,121112,English,green,0.8,cloud,0.8,striped,0.2,polka-dotted,0.8,red,0.2,circle,0.2,square,0.2,,,,,133,322,222,True,7,22a1
438,29,504,5,112132,English,cloud,0.0,solid,0.2,blue,0.85,red,0.85,polka-dotted,0.85,green,0.85,,,,,,,111,112,133,True,6,321
439,29,1974,6,323232,English,circle,0.2,red,0.2,striped,0.2,,,,,,,,,,,,,222,222,222,False,3,333
440,29,1040,7,212212,English,circle,0.7,solid,0.7,green,0.3,polka-dotted,0.3,blue,0.7,square,0.3,,,,,,,233,331,313,True,6,22b2b
441,29,1689,8,121212,English,polka-dotted,0.8,cloud,0.8,red,0.0,striped,0.0,green,0.8,square,0.0,,,,,,,133,322,322,False,6,22a2a
442,29,1554,9,322121,English,striped,0.85,polka-dotted,0.0,blue,0.0,cloud,0.0,red,0.85,,,,,,,,,131,131,122,True,5,322a
443,29,1088,10,113212,English,circle,0.0,polka-dotted,0.85,striped,0.85,red,0.85,blue,0.2,solid,0.85,,,,,,,232,221,211,True,6,321
444,29,2165,11,121111,English,solid,0.8,polka-dotted,0.8,cloud,0.8,square,0.8,green,0.15,striped,0.8,blue,0.8,circle,0.8,,,321,233,113,True,8,211
445,29,946,12,212121,English,blue,0.0,red,0.8,striped,0.0,polka-dotted,0.8,cloud,0.8,square,0.0,,,,,,,321,321,132,False,6,22a2a
446,29,1691,13,121212,English,circle,1.0,red,1.0,solid,0.0,polka-dotted,0.95,square,0.0,green,0.0,,,,,,,232,313,313,False,6,22a2a
447,29,1757,14,322132,English,red,0.0,circle,0.0,green,1.0,polka-dotted,0.0,,,,,,,,,,,232,232,233,True,4,332
448,29,82,15,122111,English,solid,0.2,red,0.2,blue,0.8,cloud,0.8,polka-dotted,0.8,circle,0.8,square,0.8,,,,,211,112,332,True,7,22b1
449,29,409,16,321112,English,blue,0.85,green,0.15,cloud,0.85,circle,0.7,square,0.7,solid,0.0,,,,,,,111,213,313,True,6,321
450,29,1985,17,323232,English,blue,1.0,cloud,0.0,solid,0.0,,,,,,,,,,,,,111,111,111,False,3,333
451,30,567,3,213212,English,polka-dotted,1.0,red,0.1,square,0.0,green,1.0,solid,0.0,,,,,,,,,332,312,313,True,5,322b
452,30,1477,4,123211,English,green,0.0,polka-dotted,1.0,striped,1.0,solid,1.0,square,1.0,cloud,0.0,,,,,,,313,123,133,True,6,321
453,30,910,5,212121,English,blue,1.0,polka-dotted,1.0,solid,0.0,square,0.0,circle,1.0,red,0.0,,,,,,,312,312,231,False,6,22a2a
454,30,810,6,112111,English,red,1.0,circle,1.0,cloud,1.0,square,1.0,solid,1.0,polka-dotted,1.0,blue,0.0,striped,1.0,,,311,131,222,True,8,211
455,30,1258,7,111111,English,polka-dotted,1.0,circle,1.0,square,1.0,red,1.0,striped,1.0,solid,1.0,cloud,1.0,green,1.0,blue,1.0,331,222,113,False,9,111
456,30,1334,8,122122,English,striped,1.0,green,1.0,polka-dotted,0.0,circle,0.0,blue,0.0,square,1.0,,,,,,,331,233,221,True,6,22b2b
457,30,1602,9,211112,English,solid,0.0,striped,1.0,cloud,1.0,green,1.0,circle,1.0,blue,0.0,square,1.0,,,,,221,111,313,True,7,22b1
458,30,199,10,323212,English,red,0.0,solid,0.0,green,1.0,circle,0.0,,,,,,,,,,,213,212,212,True,4,332
459,30,302,11,213211,English,blue,1.0,striped,0.0,circle,0.0,red,1.0,square,1.0,green,1.0,,,,,,,221,222,323,True,6,321
460,30,1991,12,323232,English,red,0.0,polka-dotted,0.0,circle,0.0,,,,,,,,,,,,,232,232,232,False,3,333
461,30,1655,13,121212,English,polka-dotted,0.0,circle,1.0,blue,0.0,red,1.0,cloud,0.0,striped,1.0,,,,,,,222,131,131,False,6,22a2a
462,30,1473,14,123211,English,striped,1.0,blue,0.0,polka-dotted,1.0,solid,0.0,red,1.0,circle,0.0,,,,,,,222,231,211,True,6,321
463,30,339,15,213211,English,striped,1.0,red,0.0,polka-dotted,1.0,solid,1.0,square,0.0,green,1.0,,,,,,,312,332,323,True,6,321
464,30,1278,16,111111,English,red,1.0,striped,1.0,solid,1.0,green,1.0,cloud,1.0,circle,1.0,polka-dotted,1.0,square,1.0,blue,1.0,112,233,321,False,9,111
465,30,2171,17,121111,English,green,0.0,blue,1.0,cloud,1.0,striped,1.0,square,1.0,circle,1.0,solid,1.0,polka-dotted,1.0,,,311,123,233,True,8,211
466,31,396,3,122132,english,cloud,0.75,solid,1.0,circle,0.4,blue,0.3,red,0.3,,,,,,,,,212,211,111,True,5,322b
467,31,1993,4,323232,english,cloud,0.2,red,0.35,striped,1.0,,,,,,,,,,,,,122,122,122,False,3,333
468,31,941,5,212121,english,polka-dotted,0.25,green,0.2,solid,0.85,blue,0.6,cloud,0.05,circle,0.45,,,,,,,211,211,133,False,6,22a2a
469,31,1622,6,211112,english,green,0.1,cloud,0.0,polka-dotted,0.25,square,0.25,blue,0.25,solid,0.85,red,0.3,,,,,331,312,113,True,7,22b1
470,31,251,7,212222,english,green,0.55,cloud,0.25,square,0.55,polka-dotted,0.3,solid,0.95,red,0.2,,,,,,,333,132,313,True,6,22a2b
471,31,2157,8,121111,english,square,0.2,green,0.6,blue,0.45,circle,0.35,cloud,0.6,solid,0.85,polka-dotted,0.25,striped,0.35,,,331,113,223,True,8,211
472,31,1985,9,323232,english,solid,1.0,cloud,1.0,blue,1.0,,,,,,,,,,,,,111,111,111,False,3,333
473,31,1723,10,212112,english,square,0.65,green,0.45,striped,0.65,solid,1.0,cloud,0.4,blue,0.25,,,,,,,311,321,123,True,6,22a2b
474,31,1300,11,111111,english,square,0.2,striped,0.5,solid,0.9,circle,0.4,polka-dotted,0.35,green,0.55,red,0.45,blue,0.45,cloud,0.15,132,313,221,False,9,111
475,31,1218,12,112112,english,cloud,0.9,blue,0.4,polka-dotted,0.4,red,0.4,striped,0.7,circle,0.3,green,0.3,,,,,222,121,133,True,7,22b1
476,31,2340,13,123232,english,striped,0.2,red,0.95,circle,1.0,solid,1.0,,,,,,,,,,,222,212,212,True,4,332
477,31,1659,14,121212,english,cloud,0.6,square,0.25,solid,0.85,blue,0.65,green,0.35,polka-dotted,0.35,,,,,,,333,111,111,False,6,22a2a
478,31,1727,15,212112,english,green,0.2,polka-dotted,0.65,striped,0.35,square,0.65,blue,0.8,circle,0.6,,,,,,,231,331,323,True,6,22a2b
479,31,2224,16,323211,english,striped,1.0,green,0.2,red,0.2,cloud,1.0,blue,0.2,,,,,,,,,122,123,121,True,5,331
480,31,1222,17,112112,english,cloud,0.2,red,0.55,square,0.25,circle,0.25,striped,0.55,blue,0.35,polka-dotted,0.3,,,,,132,322,221,True,7,22b1
481,32,311,3,213211,English,square,0.3,green,1.0,striped,1.0,blue,0.5,circle,0.85,red,0.5,,,,,,,221,223,322,True,6,321
482,32,1252,4,111111,English,green,0.0,circle,1.0,blue,1.0,red,0.0,striped,0.0,cloud,0.0,square,0.0,polka-dotted,0.0,solid,1.0,322,133,211,False,9,111
483,32,2363,5,113232,English,solid,0.0,square,1.0,polka-dotted,1.0,striped,0.0,blue,1.0,,,,,,,,,311,331,321,True,5,331
484,32,1527,6,322112,English,circle,1.0,green,0.0,striped,1.0,red,1.0,solid,0.0,,,,,,,,,213,212,222,True,5,322b
485,32,1952,7,323232,English,blue,1.0,cloud,1.0,polka-dotted,1.0,,,,,,,,,,,,,131,131,131,False,3,333
486,32,1962,8,323232,English,square,1.0,green,1.0,striped,1.0,,,,,,,,,,,,,323,323,323,False,3,333
487,32,1757,9,322132,English,circle,1.0,polka-dotted,1.0,red,0.0,green,1.0,,,,,,,,,,,232,232,233,True,4,332
488,32,1655,10,121212,English,striped,1.0,red,1.0,circle,1.0,polka-dotted,0.0,blue,0.0,cloud,0.0,,,,,,,222,131,131,False,6,22a2a
489,32,325,11,213211,English,blue,1.0,green,0.0,solid,1.0,striped,0.0,polka-dotted,0.0,square,1.0,,,,,,,311,331,323,True,6,321
490,32,1357,12,113211,English,solid,1.0,circle,1.0,cloud,0.0,red,1.0,blue,0.0,green,0.0,square,0.0,,,,,113,212,311,True,7,311
491,32,2272,13,213232,English,square,1.0,polka-dotted,1.0,green,0.0,red,1.0,,,,,,,,,,,333,333,332,True,4,332
492,32,1659,14,121212,English,solid,0.0,green,1.0,polka-dotted,1.0,blue,0.0,square,1.0,cloud,0.0,,,,,,,333,111,111,False,6,22a2a
493,32,714,15,212122,English,blue,1.0,red,0.0,circle,0.0,polka-dotted,1.0,square,1.0,solid,0.0,,,,,,,312,212,331,True,6,22a2b
494,32,328,16,213211,English,solid,1.0,red,0.0,square,1.0,cloud,0.0,green,1.0,circle,0.0,,,,,,,112,212,313,True,6,321
495,32,1762,17,322132,English,solid,0.0,green,1.0,square,1.0,polka-dotted,1.0,,,,,,,,,,,313,313,333,True,4,332
496,33,1989,3,323232,english,polka-dotted,1.0,cloud,1.0,red,1.0,,,,,,,,,,,,,132,132,132,False,3,333
497,33,1562,4,322121,english,square,1.0,blue,1.0,red,0.0,solid,1.0,circle,0.0,,,,,,,,,311,311,212,True,5,322a
498,33,1600,5,322121,english,solid,1.0,square,1.0,red,0.0,blue,1.0,striped,0.0,,,,,,,,,311,311,322,True,5,322a
499,33,865,6,112122,english,cloud,1.0,blue,0.0,green,0.0,striped,0.0,circle,0.0,red,1.0,solid,1.0,,,,,213,221,112,True,7,22b1
500,33,124,7,212111,english,blue,1.0,red,0.0,polka-dotted,1.0,square,0.0,striped,0.0,cloud,1.0,solid,0.0,,,,,131,121,312,True,7,22a1
501,33,191,8,323212,english,striped,1.0,blue,1.0,solid,1.0,circle,1.0,,,,,,,,,,,211,221,221,True,4,332
502,33,1436,9,322111,english,red,1.0,blue,0.0,green,0.0,circle,1.0,solid,0.0,polka-dotted,0.0,,,,,,,231,233,212,True,6,321
503,33,2265,10,213232,english,polka-dotted,1.0,circle,0.0,blue,1.0,cloud,1.0,,,,,,,,,,,131,131,231,True,4,332
504,33,1995,11,323232,english,polka-dotted,1.0,blue,1.0,cloud,1.0,,,,,,,,,,,,,131,131,131,False,3,333
505,33,922,12,212121,english,circle,1.0,square,0.0,blue,0.0,striped,1.0,red,1.0,polka-dotted,0.0,,,,,,,222,222,331,False,6,22a2a
506,33,593,13,213212,english,solid,1.0,red,1.0,square,1.0,blue,0.0,striped,1.0,,,,,,,,,322,312,311,True,5,322b
507,33,438,14,321112,english,polka-dotted,0.0,green,0.0,cloud,1.0,solid,1.0,striped,0.0,blue,1.0,,,,,,,123,111,131,True,6,321
508,33,1437,15,322111,english,red,1.0,blue,0.0,green,0.0,polka-dotted,1.0,circle,1.0,solid,0.0,,,,,,,233,232,211,True,6,321
509,33,1682,16,121212,english,cloud,1.0,striped,1.0,green,0.0,blue,1.0,square,0.0,polka-dotted,0.0,,,,,,,333,121,121,False,6,22a2a
510,33,933,17,212121,english,striped,1.0,cloud,1.0,solid,0.0,blue,0.0,green,1.0,square,0.0,,,,,,,123,123,311,False,6,22a2a
511,34,931,3,212121,english,blue,0.75,solid,0.6,circle,0.3,striped,0.6,red,0.7,square,0.3,,,,,,,221,221,312,False,6,22a2a
512,34,1266,4,111111,english,polka-dotted,0.8,circle,0.35,cloud,0.65,blue,0.5,solid,0.3,red,0.65,square,0.25,green,0.8,striped,0.6,133,221,312,False,9,111
513,34,904,5,212121,english,cloud,0.65,circle,0.8,solid,0.35,green,0.55,striped,0.7,red,0.4,,,,,,,223,223,112,False,6,22a2a
514,34,93,6,122111,english,green,0.6,red,0.85,cloud,0.25,blue,0.95,striped,0.75,square,0.4,solid,0.65,,,,,313,111,122,True,7,22b1
515,34,1824,7,122121,english,blue,0.65,red,0.8,circle,0.3,solid,0.7,polka-dotted,0.75,cloud,0.35,,,,,,,212,232,131,True,6,22a2b
516,34,1947,8,111212,english,red,0.7,green,0.7,striped,0.25,cloud,0.75,solid,0.4,square,0.75,circle,0.6,,,,,222,113,313,True,7,22a1
517,34,443,9,321112,english,cloud,0.7,striped,0.85,red,0.2,circle,0.65,square,0.65,blue,0.35,,,,,,,221,322,122,True,6,321
518,34,1463,10,123211,english,striped,0.65,cloud,0.8,green,0.25,square,0.65,polka-dotted,0.65,solid,0.3,,,,,,,323,113,133,True,6,321
519,34,578,11,213212,english,polka-dotted,0.6,solid,0.8,circle,0.2,red,0.6,cloud,0.75,,,,,,,,,132,112,212,True,5,322b
520,34,662,12,212211,english,green,0.65,square,0.9,solid,0.4,polka-dotted,0.3,red,0.7,blue,0.7,cloud,0.35,,,,,133,111,332,True,7,22b1
521,34,1295,13,111111,english,square,0.6,red,0.85,circle,0.3,striped,0.35,solid,0.75,green,0.7,polka-dotted,0.7,cloud,0.35,blue,0.7,213,122,331,False,9,111
522,34,336,14,213211,english,cloud,0.7,striped,0.8,circle,0.3,blue,0.55,polka-dotted,0.7,square,0.35,,,,,,,221,121,331,True,6,321
523,34,818,15,112111,english,circle,0.65,blue,0.85,square,0.35,green,0.4,solid,0.7,cloud,0.6,polka-dotted,0.4,red,0.7,,,212,313,131,True,8,211
524,34,2101,16,111112,english,circle,0.65,polka-dotted,0.75,solid,0.3,striped,0.6,square,0.85,blue,0.25,green,0.6,cloud,0.65,,,113,321,231,True,8,211
525,34,1696,17,121212,english,cloud,0.6,striped,0.3,green,0.75,circle,0.25,solid,0.75,red,0.4,,,,,,,122,213,213,False,6,22a2a
526,35,1290,3,111111,English,polka-dotted,1.0,square,0.0,circle,0.0,blue,0.0,solid,0.0,striped,0.0,cloud,0.0,green,0.0,red,0.0,223,131,312,False,9,111
527,35,930,4,212121,English,red,1.0,blue,0.0,solid,0.0,polka-dotted,0.0,cloud,0.0,square,0.0,,,,,,,331,331,112,False,6,22a2a
528,35,937,5,212121,English,red,1.0,square,0.0,blue,0.0,solid,0.0,striped,0.0,cloud,0.0,,,,,,,321,321,112,False,6,22a2a
529,35,194,6,323212,English,square,0.0,circle,1.0,blue,0.0,solid,0.0,,,,,,,,,,,211,311,311,True,4,332
530,35,1277,7,111111,English,polka-dotted,0.0,cloud,0.0,striped,0.0,circle,0.0,green,0.0,blue,0.0,solid,0.0,red,1.0,square,0.0,331,212,123,False,9,111
531,35,1476,8,123211,English,polka-dotted,1.0,square,0.0,blue,0.0,solid,0.0,cloud,0.0,striped,0.0,,,,,,,121,331,311,True,6,321
532,35,1187,9,212232,English,cloud,0.0,red,0.0,striped,0.0,polka-dotted,0.0,green,1.0,,,,,,,,,122,123,132,True,5,322b
533,35,2346,10,123232,English,polka-dotted,0.0,circle,0.0,green,0.0,cloud,1.0,,,,,,,,,,,133,233,233,True,4,332
534,35,1263,11,111111,English,solid,0.0,cloud,0.0,striped,0.0,green,0.0,blue,0.0,circle,0.0,polka-dotted,0.0,square,0.0,red,1.0,233,321,112,False,9,111
535,35,287,12,212222,English,striped,0.0,blue,1.0,circle,0.0,solid,0.0,cloud,0.0,green,0.0,,,,,,,123,221,113,True,6,22a2b
536,35,1920,13,111212,English,green,0.0,solid,0.0,red,0.0,square,0.0,polka-dotted,1.0,blue,0.0,circle,0.0,,,,,232,311,313,True,7,22a1
537,35,176,14,323212,English,circle,0.0,polka-dotted,0.0,green,0.0,striped,1.0,,,,,,,,,,,223,233,233,True,4,332
538,35,735,15,212122,English,cloud,0.0,polka-dotted,0.0,blue,1.0,square,0.0,red,0.0,solid,0.0,,,,,,,132,112,331,True,6,22a2b
539,35,250,16,212132,English,square,0.0,solid,0.0,striped,0.0,green,0.0,red,1.0,,,,,,,,,323,323,312,True,5,322a
540,35,2190,17,121111,English,red,0.0,polka-dotted,0.0,circle,0.0,square,0.0,blue,0.0,cloud,1.0,green,0.0,striped,0.0,,,123,332,231,True,8,211
541,36,1277,3,111111,English,cloud,1.0,solid,0.0,green,1.0,square,0.0,polka-dotted,0.0,blue,0.0,red,0.0,circle,0.0,striped,1.0,331,212,123,False,9,111
542,36,737,4,212122,English,solid,0.0,square,0.0,striped,1.0,red,0.0,green,0.0,circle,0.0,,,,,,,213,223,312,True,6,22a2b
543,36,1521,5,322112,English,striped,0.0,solid,1.0,square,0.0,circle,0.0,red,0.0,,,,,,,,,312,322,222,True,5,322b
544,36,1774,6,322132,English,polka-dotted,0.0,red,0.0,solid,1.0,cloud,0.0,,,,,,,,,,,132,132,112,True,4,332
545,36,191,7,323212,English,solid,1.0,striped,0.0,circle,0.0,blue,0.0,,,,,,,,,,,211,221,221,True,4,332
546,36,2150,8,111112,English,cloud,0.0,blue,0.0,solid,1.0,red,0.0,circle,0.0,green,0.0,polka-dotted,0.0,square,0.0,,,111,332,233,True,8,211
547,36,1081,9,113212,English,green,0.0,striped,1.0,red,0.0,cloud,0.0,solid,0.0,blue,0.0,,,,,,,123,111,112,True,6,321
548,36,1875,10,123212,English,blue,0.0,square,0.0,circle,0.0,polka-dotted,1.0,solid,0.0,,,,,,,,,231,311,311,True,5,322a
549,36,1252,11,111111,English,circle,0.0,striped,0.0,green,0.0,blue,0.0,cloud,0.0,polka-dotted,0.0,red,0.0,square,0.0,solid,1.0,322,133,211,False,9,111
550,36,843,12,112111,English,red,0.0,solid,1.0,polka-dotted,0.0,square,0.0,striped,0.0,green,0.0,circle,0.0,cloud,0.0,,,112,232,323,True,8,211
551,36,909,13,212121,English,green,0.0,striped,0.0,solid,0.0,square,0.0,red,0.0,cloud,1.0,,,,,,,323,323,112,False,6,22a2a
552,36,1906,14,111212,English,blue,0.0,red,0.0,striped,0.0,square,1.0,green,0.0,cloud,0.0,solid,0.0,,,,,312,123,121,True,7,22a1
553,36,1265,15,111111,English,solid,0.0,square,0.0,blue,0.0,green,0.0,polka-dotted,0.0,circle,0.0,red,0.0,cloud,1.0,striped,0.0,321,112,233,False,9,111
554,36,1961,16,323232,English,square,1.0,solid,1.0,green,1.0,,,,,,,,,,,,,313,313,313,False,3,333
555,36,415,17,321112,English,square,0.0,polka-dotted,0.0,solid,0.0,circle,0.0,red,0.0,striped,1.0,,,,,,,222,332,312,True,6,321
556,37,953,3,121112,English,polka-dotted,0.45,red,1.0,square,0.45,circle,0.45,green,0.45,cloud,0.5,striped,1.0,,,,,333,122,222,True,7,22a1
557,37,2218,4,323211,English,green,0.1,striped,1.0,polka-dotted,1.0,circle,0.0,solid,1.0,,,,,,,,,223,233,213,True,5,331
558,37,906,5,212121,English,red,0.7,blue,0.15,striped,0.5,square,0.85,circle,0.95,solid,0.9,,,,,,,312,312,221,False,6,22a2a
559,37,1089,6,113212,English,green,0.7,square,0.65,cloud,0.5,circle,0.5,polka-dotted,0.85,solid,0.2,,,,,,,313,233,133,True,6,321
560,37,1654,7,121212,English,cloud,0.5,polka-dotted,0.65,blue,0.25,solid,0.9,circle,0.85,green,0.8,,,,,,,131,213,213,False,6,22a2a
561,37,561,8,213212,English,solid,0.8,red,0.75,polka-dotted,0.35,blue,0.6,square,0.8,,,,,,,,,311,312,332,True,5,322b
562,37,1298,9,111111,English,square,0.45,circle,0.5,green,0.6,striped,0.55,solid,0.65,blue,0.3,polka-dotted,0.6,cloud,0.5,red,0.6,133,311,222,False,9,111
563,37,293,10,212222,English,blue,0.55,cloud,0.25,striped,0.85,square,0.85,polka-dotted,0.65,green,1.0,,,,,,,323,331,123,True,6,22a2b
564,37,1951,11,323232,English,green,1.0,circle,1.0,polka-dotted,1.0,,,,,,,,,,,,,233,233,233,False,3,333
565,37,1627,12,211112,English,solid,0.55,circle,0.6,polka-dotted,0.2,square,0.8,blue,0.15,striped,0.5,red,0.2,,,,,332,311,221,True,7,22b1
566,37,1032,13,212212,English,circle,0.5,striped,0.75,square,0.75,blue,0.8,solid,0.25,green,0.25,,,,,,,221,311,323,True,6,22b2b
567,37,466,14,211111,English,striped,0.65,circle,0.5,polka-dotted,0.6,red,0.7,solid,0.6,cloud,0.5,square,0.55,blue,0.4,,,132,212,321,True,8,211
568,37,1569,15,322121,English,green,0.3,red,0.75,striped,0.75,cloud,0.4,square,0.85,,,,,,,,,322,322,123,True,5,322a
569,37,1286,16,111111,English,polka-dotted,0.6,red,0.65,circle,0.6,square,0.7,striped,0.65,cloud,0.5,blue,0.8,solid,0.75,green,0.6,211,122,333,False,9,111
570,37,1449,17,322111,English,circle,0.6,square,0.7,striped,0.75,polka-dotted,0.8,red,0.85,solid,0.9,,,,,,,322,312,232,True,6,321
571,38,1116,3,321212,English,solid,0.0,striped,0.0,red,0.9,square,0.0,cloud,0.95,,,,,,,,,312,122,122,True,5,322a
572,38,1325,4,122122,English,square,1.0,striped,0.0,circle,0.0,red,0.0,polka-dotted,1.0,blue,1.0,,,,,,,321,332,231,True,6,22b2b
573,38,1667,5,121212,English,solid,0.0,red,0.3,green,0.15,striped,0.0,circle,0.0,square,0.15,,,,,,,222,313,313,False,6,22a2a
574,38,1663,6,121212,English,striped,0.0,red,0.0,polka-dotted,0.0,circle,0.0,blue,0.0,cloud,1.0,,,,,,,231,122,122,False,6,22a2a
575,38,1131,7,321212,English,blue,0.0,red,0.0,solid,0.0,striped,0.0,circle,1.0,,,,,,,,,222,211,211,True,5,322a
576,38,2265,8,213232,English,blue,1.0,polka-dotted,1.0,cloud,0.5,circle,0.0,,,,,,,,,,,131,131,231,True,4,332
577,38,1171,9,212232,English,cloud,1.0,square,0.0,polka-dotted,1.0,red,1.0,blue,0.0,,,,,,,,,132,332,131,True,5,322b
578,38,2307,10,123232,English,polka-dotted,0.0,red,0.85,solid,0.0,square,1.0,,,,,,,,,,,332,312,312,True,4,332
579,38,1979,11,323232,English,solid,0.1,green,0.1,square,0.1,,,,,,,,,,,,,313,313,313,False,3,333
580,38,795,12,211212,English,solid,1.0,blue,1.0,cloud,1.0,polka-dotted,0.0,red,0.0,circle,0.0,,,,,,,132,111,211,True,6,22a2b
581,38,1957,13,323232,English,square,0.1,polka-dotted,0.1,red,0.1,,,,,,,,,,,,,332,332,332,False,3,333
582,38,41,14,122112,English,striped,1.0,cloud,0.0,solid,0.0,square,1.0,red,0.0,blue,1.0,,,,,,,111,321,322,True,6,22a2b
583,38,1268,15,111111,English,polka-dotted,0.0,blue,0.0,red,0.0,solid,0.0,square,0.0,circle,0.75,striped,0.0,cloud,0.0,green,0.0,111,223,332,False,9,111
584,38,325,16,213211,English,striped,0.0,polka-dotted,0.0,green,0.0,square,1.0,blue,1.0,solid,0.0,,,,,,,311,331,323,True,6,321
585,38,592,17,213212,English,green,0.0,circle,1.0,polka-dotted,1.0,blue,1.0,solid,0.0,,,,,,,,,211,231,233,True,5,322b
586,39,1127,3,321212,English,striped,0.9,green,0.85,circle,0.15,square,0.1,blue,0.95,,,,,,,,,223,321,321,True,5,322a
587,39,1999,4,323232,English,blue,0.85,circle,0.85,solid,0.8,,,,,,,,,,,,,211,211,211,False,3,333
588,39,1648,5,211112,English,square,0.85,green,0.85,polka-dotted,0.9,circle,0.9,red,0.8,solid,0.6,striped,0.65,,,,,332,222,213,True,7,22b1
589,39,1332,6,122122,English,red,0.8,circle,0.6,green,0.8,cloud,0.6,polka-dotted,0.7,striped,0.6,,,,,,,133,122,232,True,6,22b2b
590,39,1415,7,322111,English,cloud,0.9,solid,0.25,circle,0.75,polka-dotted,0.65,square,0.65,red,0.7,,,,,,,112,312,232,True,6,321
591,39,602,8,112121,English,solid,0.65,blue,0.75,circle,0.9,square,0.6,green,0.65,red,0.45,polka-dotted,0.6,,,,,213,211,332,True,7,22a1
592,39,845,9,112111,English,blue,0.6,green,0.7,cloud,0.7,circle,0.4,polka-dotted,0.35,striped,0.75,red,0.9,square,0.7,,,322,223,131,True,8,211
593,39,1930,10,111212,English,square,0.7,striped,0.75,cloud,0.35,solid,0.55,red,0.7,blue,0.65,circle,0.65,,,,,122,211,311,True,7,22a1
594,39,1493,11,123211,English,solid,0.7,striped,0.75,cloud,0.5,green,0.55,polka-dotted,0.7,square,0.65,,,,,,,113,333,323,True,6,321
595,39,195,12,323212,English,green,0.9,cloud,0.75,striped,0.65,polka-dotted,0.55,,,,,,,,,,,133,123,123,True,4,332
596,39,936,13,212121,English,blue,0.85,square,0.65,striped,0.65,red,0.7,circle,0.35,polka-dotted,0.5,,,,,,,332,332,221,False,6,22a2a
597,39,1684,14,121212,English,striped,0.8,circle,0.65,square,0.6,solid,0.65,green,0.65,red,0.7,,,,,,,222,313,313,False,6,22a2a
598,39,2171,15,121111,English,circle,0.7,polka-dotted,0.45,solid,0.45,square,0.35,green,0.65,striped,0.65,cloud,0.7,blue,0.7,,,311,123,233,True,8,211
599,39,924,16,212121,English,cloud,0.7,polka-dotted,0.35,blue,0.5,green,0.75,circle,0.75,solid,0.7,,,,,,,211,211,133,False,6,22a2a
600,39,1655,17,121212,English,blue,0.65,polka-dotted,0.65,striped,0.4,cloud,0.5,red,0.6,circle,0.65,,,,,,,222,131,131,False,6,22a2a
601,40,1514,3,322112,english,green,0.75,striped,0.1,red,0.35,polka-dotted,0.9,cloud,1.0,,,,,,,,,123,133,132,True,5,322b
602,40,1968,4,323232,english,square,1.0,green,1.0,striped,1.0,,,,,,,,,,,,,323,323,323,False,3,333
603,40,23,5,122112,english,polka-dotted,0.2,striped,0.85,circle,0.25,green,0.8,blue,0.1,cloud,0.65,,,,,,,131,123,223,True,6,22a2b
604,40,802,6,112111,english,green,0.5,cloud,0.5,polka-dotted,0.55,blue,0.55,red,0.35,striped,0.5,circle,0.35,square,0.55,,,133,331,222,True,8,211
605,40,2125,7,111112,english,square,0.4,cloud,0.7,green,0.6,blue,0.55,striped,0.4,polka-dotted,0.45,solid,0.6,circle,0.6,,,223,111,331,True,8,211
606,40,158,8,323212,english,solid,1.0,green,0.95,square,0.8,circle,0.6,,,,,,,,,,,213,313,313,True,4,332
607,40,2164,9,121111,english,cloud,0.4,square,0.6,polka-dotted,0.35,solid,0.45,striped,0.5,blue,0.55,green,0.6,red,0.5,,,133,321,312,True,8,211
