targetUttCode,pref3,pref1,response0,name,item,blockNr,Answer.time_in_minutes,slide_number,workerid,targetFeature,featuresPresent,numFeatures,normResponse1,normResponse2,trial_type,normResponse0,sex,targetFeatureNum,response2,pref2,utterance,certainty,obj3,obj1,response1,obj2,uttCode 
311-3,square,cloud,0.75,,6370,0,6.1336,4,53,shape,"['solid', 'striped', 'polka-dotted', 'red']",4,0.13793103448275862,0.3448275862068966,task,0.5172413793103449,female,1,0.5,circle,red,,232,312,0.2,122,311
22a2b-2b,square,cloud,0.8,,13160,0,6.1336,5,53,shape,"['solid', 'striped', 'blue', 'green']",4,0.125,0.37499999999999994,task,0.5,female,1,0.6,circle,green,,313,321,0.2,213,22a2b
322b-2,square,cloud,0.85,,14200,0,6.1336,6,53,shape,"['striped', 'red', 'green']",3,0.06451612903225808,0.38709677419354843,task,0.5483870967741936,female,1,0.6,circle,striped,,123,122,0.1,222,322b
,,,,,,,6.1336,,53,,,,,,,,,,,,,1,,,,,
22b2b-2,square,cloud,0.5,,27780,1,6.1336,11,53,shape,"['solid', 'polka-dotted', 'blue', 'green']",4,0.48387096774193544,0.1935483870967742,task,0.3225806451612903,female,1,0.3,circle,polka-dotted,,333,231,0.75,213,22b2b
22a2b-2a,square,cloud,0.5,,10710,1,6.1336,12,53,shape,"['solid', 'striped', 'red', 'green']",4,0.6060606060606061,0.09090909090909091,task,0.30303030303030304,female,1,0.15,circle,solid,,213,312,1,322,22a2b
22a1-3,square,cloud,0.25,,19880,1,6.1336,13,53,shape,"['striped', 'polka-dotted', 'blue', 'green']",4,0.5405405405405405,0.3243243243243243,task,0.13513513513513511,female,1,0.6,circle,green,,323,231,1,123,22a1
22a1-3,square,cloud,0.25,,13320,1,6.1336,14,53,shape,"['solid', 'striped', 'blue', 'green']",4,0.5405405405405405,0.3243243243243243,task,0.13513513513513511,female,1,0.6,circle,blue,,123,211,1,311,22a1
,,,,,,,6.1336,,53,,,,,,,,,,,,,0.8,,,,,
321-2,square,cloud,0.3,,18400,2,6.1336,19,53,shape,"['striped', 'blue', 'red', 'green']",4,0.3125,0.5,task,0.18749999999999997,female,1,0.8,circle,striped,,323,121,0.5,122,321
321-3,square,cloud,0.3,,11400,2,6.1336,20,53,shape,"['solid', 'blue', 'green']",3,0.35135135135135137,0.48648648648648646,task,0.16216216216216214,female,1,0.9,circle,blue,,313,111,0.65,211,321
331-3,square,cloud,0,,830,2,6.1336,21,53,shape,"['polka-dotted', 'blue']",2,0.42857142857142855,0.5714285714285714,task,0,female,1,1,circle,polka-dotted,,331,131,0.75,231,331
321-2,square,cloud,0,,6620,2,6.1336,22,53,shape,"['solid', 'striped', 'polka-dotted', 'red']",4,0.42857142857142855,0.5714285714285714,task,0,female,1,1,circle,red,,232,312,0.75,322,321
,,,,,,,6.1336,,53,,,,,,,,,,,,,1,,,,,
22b1-3,polka-dotted,solid,0.8,,3291,0,4.37725,3,54,texture,"['cloud', 'circle', 'blue', 'red']",4,0.1388888888888889,0.41666666666666663,task,0.4444444444444445,female,2,0.75,striped,circle,,222,231,0.25,112,22b1
22a1-3,polka-dotted,solid,0.85,,25421,0,4.37725,4,54,texture,"['circle', 'square', 'red', 'green']",4,0.1282051282051282,0.43589743589743585,task,0.43589743589743585,female,2,0.85,striped,circle,,233,312,0.25,223,22a1
322b-2,polka-dotted,solid,0.85,,27920,0,4.37725,5,54,texture,"['square', 'blue', 'green']",3,0,0.5405405405405405,task,0.45945945945945943,female,2,1,striped,square,,333,311,0,313,322b
22a2b-2b,polka-dotted,solid,0.55,,19041,0,4.37725,6,54,texture,"['circle', 'square', 'red', 'green']",4,0.2173913043478261,0.30434782608695654,task,0.47826086956521746,female,2,0.35,striped,green,,323,222,0.25,232,22a2b
,,,,,,,4.37725,,54,,,,,,,,,,,,,0.75,,,,,
311-3,square,cloud,0.85,,25710,1,4.37725,11,54,shape,"['solid', 'striped', 'polka-dotted', 'green']",4,0.27027027027027023,0.27027027027027023,task,0.45945945945945943,female,1,0.5,circle,solid,,233,113,0.5,323,311
331-3,square,cloud,1,,830,1,4.37725,12,54,shape,"['polka-dotted', 'blue']",2,0.16666666666666666,0.16666666666666666,task,0.6666666666666666,female,1,0.25,circle,polka-dotted,,331,131,0.25,231,331
22a1-3,square,cloud,1,,17670,1,4.37725,13,54,shape,"['striped', 'polka-dotted', 'red', 'green']",4,0.16666666666666666,0.16666666666666666,task,0.6666666666666666,female,1,0.25,circle,green,,223,332,0.25,123,22a1
22b2b-2,square,cloud,1,,4860,1,4.37725,14,54,shape,"['striped', 'polka-dotted', 'blue', 'red']",4,0.24242424242424246,0.15151515151515152,task,0.6060606060606061,female,1,0.25,circle,polka-dotted,,132,121,0.4,331,22b2b
,,,,,,,4.37725,,54,,,,,,,,,,,,,1,,,,,
311-3,square,cloud,0.5,,25710,2,4.37725,19,54,shape,"['solid', 'striped', 'polka-dotted', 'green']",4,0.25641025641025644,0.48717948717948717,task,0.25641025641025644,female,1,0.95,circle,striped,,233,113,0.5,323,311
22a1-3,square,cloud,0.5,,24030,2,4.37725,20,54,shape,"['striped', 'polka-dotted', 'red', 'green']",4,0.14705882352941177,0.5588235294117647,task,0.29411764705882354,female,1,0.95,circle,red,,233,122,0.25,322,22a1
22a2b-2a,square,cloud,0.5,,26250,2,4.37725,21,54,shape,"['striped', 'polka-dotted', 'blue', 'green']",4,0.14705882352941177,0.5588235294117647,task,0.29411764705882354,female,1,0.95,circle,polka-dotted,,333,221,0.25,231,22a2b
331-3,square,cloud,0.5,,830,2,4.37725,22,54,shape,"['polka-dotted', 'blue']",2,0.14705882352941177,0.5588235294117647,task,0.29411764705882354,female,1,0.95,circle,blue,,331,131,0.25,231,331
,,,,,,,4.37725,,54,,,,,,,,,,,,,0.95,,,,,
321-3,green,blue,0.3,,26961,0,8.133316666666667,3,55,color,"['square', 'striped', 'polka-dotted']",3,0.19354838709677422,0.6129032258064516,task,0.19354838709677422,male,3,0.95,red,polka-dotted,,333,321,0.3,322,321
321-2,green,blue,0,,23881,0,8.133316666666667,4,55,color,"['circle', 'solid', 'striped', 'polka-dotted']",4,0.3846153846153846,0.6153846153846154,task,0,male,3,0.8,red,striped,,233,212,0.5,222,321
22b2b-2,green,blue,0,,25232,0,8.133316666666667,5,55,color,"['cloud', 'circle', 'striped', 'polka-dotted']",4,0.3333333333333333,0.6666666666666666,task,0,male,3,0.9,red,polka-dotted,,233,222,0.45,123,22b2b
22b2b-2,green,blue,0.2,,3952,0,8.133316666666667,6,55,color,"['cloud', 'square', 'striped', 'polka-dotted']",4,0.31034482758620685,0.5517241379310345,task,0.13793103448275862,male,3,0.8,red,striped,,322,121,0.45,331,22b2b
,,,,,,,8.133316666666667,,55,,,,,,,,,,,,,0.35,,,,,
22a2b-2b,square,cloud,0.5,,15670,1,8.133316666666667,11,55,shape,"['striped', 'polka-dotted', 'blue', 'green']",4,0.46875,0.21874999999999997,task,0.3125,male,1,0.35,circle,striped,,223,131,0.75,231,22a2b
311-3,square,cloud,0.65,,11850,1,8.133316666666667,12,55,shape,"['solid', 'blue', 'red', 'green']",4,0.3333333333333333,0.2333333333333333,task,0.43333333333333335,male,1,0.35,circle,solid,,313,111,0.5,212,311
322b-2,square,cloud,1,,28930,1,8.133316666666667,13,55,shape,"['polka-dotted', 'red', 'green']",3,0.20588235294117643,0.20588235294117643,task,0.588235294117647,male,1,0.35,circle,polka-dotted,,333,332,0.35,133,322b
22b1-3,square,cloud,1,,26190,1,8.133316666666667,14,55,shape,"['striped', 'polka-dotted', 'blue', 'green']",4,0.20588235294117643,0.20588235294117643,task,0.588235294117647,male,1,0.35,circle,polka-dotted,,333,221,0.35,131,22b1
,,,,,,,8.133316666666667,,55,,,,,,,,,,,,,0.75,,,,,
22a2b-2a,polka-dotted,solid,0.45,,19331,2,8.133316666666667,19,55,texture,"['cloud', 'square', 'red', 'green']",4,0.38888888888888884,0.11111111111111112,task,0.5,male,2,0.1,striped,cloud,,323,112,0.35,113,22a2b
22a2b-2b,polka-dotted,solid,0.8,,21941,2,8.133316666666667,20,55,texture,"['cloud', 'square', 'red', 'green']",4,0.1,0.1,task,0.8,male,2,0.1,striped,cloud,,133,332,0.1,113,22a2b
22b1-2,polka-dotted,solid,0.8,,14421,2,8.133316666666667,21,55,texture,"['cloud', 'circle', 'blue', 'red', 'green']",5,0.45454545454545453,0.06060606060606061,task,0.48484848484848486,male,2,0.1,striped,cloud,,123,231,0.75,132,22b1
22a1-3,polka-dotted,solid,0.9,,1531,2,8.133316666666667,22,55,texture,"['circle', 'square', 'blue', 'red']",4,0.47058823529411764,0,task,0.5294117647058824,male,2,0,striped,blue,,212,321,0.8,331,22a1
,,,,,,,8.133316666666667,,55,,,,,,,,,,,,,0.65,,,,,
22a1-3,green,blue,0.6,,12512,0,3.5391833333333333,3,56,color,"['cloud', 'square', 'solid', 'polka-dotted']",4,0.16666666666666669,0.5000000000000001,task,0.33333333333333337,male,3,0.9,red,polka-dotted,,313,131,0.3,132,22a1
22a2b-2a,green,blue,0.6,,9192,0,3.5391833333333333,4,56,color,"['cloud', 'square', 'solid', 'striped']",4,0.11764705882352941,0.5294117647058824,task,0.3529411764705882,male,3,0.9,red,striped,,113,122,0.2,322,22a2b
211-3,green,blue,0.6,,10422,0,3.5391833333333333,5,56,color,"['cloud', 'circle', 'solid', 'striped', 'polka-dotted']",5,0.2105263157894737,0.4736842105263158,task,0.3157894736842105,male,3,0.9,red,polka-dotted,,213,231,0.4,122,211
22b1-2,green,blue,0.6,,1812,0,3.5391833333333333,6,56,color,"['cloud', 'circle', 'square', 'solid', 'polka-dotted']",5,0.2105263157894737,0.4736842105263158,task,0.3157894736842105,male,3,0.9,red,square,,312,211,0.4,131,22b1
,,,,,,,3.5391833333333333,,56,,,,,,,,,,,,,0.75,,,,,
311-3,green,blue,0.75,,24421,1,3.5391833333333333,11,56,color,"['cloud', 'circle', 'square', 'polka-dotted']",4,0.25,0.375,task,0.375,male,3,0.75,red,square,,233,131,0.5,332,311
211-3,green,blue,0.75,,8662,1,3.5391833333333333,12,56,color,"['cloud', 'circle', 'square', 'solid', 'striped']",5,0.25,0.375,task,0.375,male,3,0.75,red,circle,,113,321,0.5,212,211
322b-2,green,blue,0.75,,8701,1,3.5391833333333333,13,56,color,"['cloud', 'circle', 'solid']",3,0.25,0.375,task,0.375,male,3,0.75,red,circle,,113,112,0.5,212,322b
322b-2,green,blue,0.8,,9691,1,3.5391833333333333,14,56,color,"['cloud', 'circle', 'solid']",3,0.1142857142857143,0.42857142857142855,task,0.4571428571428572,male,3,0.75,red,circle,,213,111,0.2,211,322b
,,,,,,,3.5391833333333333,,56,,,,,,,,,,,,,0.8,,,,,
321-3,green,blue,0.8,,21291,2,3.5391833333333333,19,56,color,"['cloud', 'solid', 'polka-dotted']",3,0.27586206896551724,0.17241379310344826,task,0.5517241379310345,male,3,0.25,red,cloud,,133,111,0.4,132,321
22a1-3,green,blue,0.8,,14692,2,3.5391833333333333,20,56,color,"['cloud', 'square', 'striped', 'polka-dotted']",4,0.27586206896551724,0.17241379310344826,task,0.5517241379310345,male,3,0.25,red,square,,123,121,0.4,332,22a1
311-3,green,blue,0.8,,8721,2,3.5391833333333333,21,56,color,"['cloud', 'circle', 'square', 'solid']",4,0.36363636363636365,0.15151515151515152,task,0.4848484848484849,male,3,0.25,red,circle,,113,211,0.6,312,311
22a1-3,green,blue,0.8,,10802,2,3.5391833333333333,22,56,color,"['cloud', 'circle', 'solid', 'polka-dotted']",4,0.375,0.12500000000000003,task,0.5000000000000001,male,3,0.2,red,circle,,213,131,0.6,132,22a1
,,,,,,,3.5391833333333333,,56,,,,,,,,,,,,,0.7,,,,,
331-3,green,blue,1,,18670,0,3.2927166666666667,3,57,color,"['square', 'striped']",2,0,0,task,1,male,3,0,red,striped,,323,321,0,322,331
22a1-3,green,blue,1,,16262,0,3.2927166666666667,4,57,color,"['circle', 'square', 'striped', 'polka-dotted']",4,0.3103448275862069,0,task,0.6896551724137931,male,3,0,red,circle,,223,331,0.45,222,22a1
22a1-3,green,blue,1,,23572,0,3.2927166666666667,5,57,color,"['circle', 'square', 'solid', 'polka-dotted']",4,0.3103448275862069,0,task,0.6896551724137931,male,3,0,red,square,,233,311,0.45,312,22a1
322b-2,green,blue,1,,9691,0,3.2927166666666667,6,57,color,"['cloud', 'circle', 'solid']",3,0.3103448275862069,0,task,0.6896551724137931,male,3,0,red,solid,,213,111,0.45,211,322b
,,,,,,,3.2927166666666667,,57,,,,,,,,,,,,,1,,,,,
22b2b-2,green,blue,1,,27782,1,3.2927166666666667,11,57,color,"['circle', 'square', 'solid', 'polka-dotted']",4,0.25,0.25,task,0.5,male,3,0.5,red,polka-dotted,,333,231,0.5,213,22b2b
331-3,green,blue,0.55,,13990,1,3.2927166666666667,12,57,color,"['cloud', 'striped']",2,0.6451612903225806,0,task,0.3548387096774194,male,3,0,red,cloud,,123,121,1,122,331
322b-2,green,blue,0.55,,2591,1,3.2927166666666667,13,57,color,"['cloud', 'solid', 'striped']",3,0.6451612903225806,0,task,0.3548387096774194,male,3,0,red,striped,,122,121,1,112,322b
22a2b-2b,green,blue,0.55,,1492,1,3.2927166666666667,14,57,color,"['circle', 'square', 'solid', 'polka-dotted']",4,0.6451612903225806,0,task,0.3548387096774194,male,3,0,red,circle,,212,211,1,331,22a2b
,,,,,,,3.2927166666666667,,57,,,,,,,,,,,,,1,,,,,
322b-2,polka-dotted,solid,0.5,,331,2,3.2927166666666667,19,57,texture,"['cloud', 'square', 'blue']",3,0.5555555555555556,0.16666666666666666,task,0.2777777777777778,male,2,0.3,striped,cloud,,131,121,1,321,322b
22a1-3,polka-dotted,solid,0,,21811,2,3.2927166666666667,20,57,texture,"['cloud', 'circle', 'blue', 'green']",4,0.6060606060606061,0.393939393939394,task,0,male,2,0.65,striped,green,,133,221,1,113,22a1
22a2b-2a,polka-dotted,solid,0,,20881,2,3.2927166666666667,21,57,texture,"['cloud', 'square', 'red', 'green']",4,0.6060606060606061,0.393939393939394,task,0,male,2,0.65,striped,red,,133,112,1,312,22a2b
211-3,polka-dotted,solid,0,,14661,2,3.2927166666666667,22,57,texture,"['cloud', 'square', 'blue', 'red', 'green']",5,0.6060606060606061,0.393939393939394,task,0,male,2,0.65,striped,cloud,,123,111,1,332,211
,,,,,,,3.2927166666666667,,57,,,,,,,,,,,,,1,,,,,
22b1-3,polka-dotted,solid,0.7,,3291,0,10.59695,3,58,texture,"['cloud', 'circle', 'blue', 'red']",4,0.24,0.2,task,0.5599999999999999,male,2,0.25,striped,cloud,,222,231,0.3,112,22b1
311-3,polka-dotted,solid,0.3,,26600,0,10.59695,4,58,texture,"['square', 'blue', 'red', 'green']",4,0.6206896551724138,0.1724137931034483,task,0.20689655172413793,male,2,0.25,striped,red,,333,321,0.9,312,311
22a2b-2b,polka-dotted,solid,0.5,,27991,0,10.59695,5,58,texture,"['cloud', 'square', 'red', 'green']",4,0.2857142857142857,0.23809523809523808,task,0.47619047619047616,male,2,0.25,striped,cloud,,333,112,0.3,313,22a2b
211-3,polka-dotted,solid,0.25,,3471,0,10.59695,6,58,texture,"['cloud', 'circle', 'square', 'blue', 'red']",5,0.7083333333333333,0.08333333333333333,task,0.20833333333333331,male,2,0.1,striped,blue,,222,131,0.85,312,211
,,,,,,,10.59695,,58,,,,,,,,,,,,,0.55,,,,,
22b1-3,polka-dotted,solid,0.1,,2831,1,10.59695,11,58,texture,"['cloud', 'square', 'blue', 'red']",4,0.8571428571428571,0.047619047619047616,task,0.09523809523809523,male,2,0.05,striped,red,,122,331,0.9,312,22b1
22a2b-2a,polka-dotted,solid,0.45,,20881,1,10.59695,12,58,texture,"['cloud', 'square', 'red', 'green']",4,0.23529411764705882,0.23529411764705882,task,0.5294117647058824,male,2,0.2,striped,cloud,,133,112,0.2,312,22a2b
322b-2,polka-dotted,solid,0.05,,25440,1,10.59695,13,58,texture,"['circle', 'red', 'green']",3,0.7619047619047619,0.19047619047619047,task,0.047619047619047616,male,2,0.2,striped,red,,233,222,0.8,223,322b
22b1-2,polka-dotted,solid,0.8,,10971,1,10.59695,14,58,texture,"['circle', 'square', 'blue', 'red', 'green']",5,0.2903225806451613,0.1935483870967742,task,0.5161290322580645,male,2,0.3,striped,red,,213,331,0.45,232,22b1
,,,,,,,10.59695,,58,,,,,,,,,,,,,0.35,,,,,
22a2b-2b,square,cloud,0.25,,23900,2,10.59695,19,58,shape,"['striped', 'polka-dotted', 'red', 'green']",4,0.6551724137931034,0.1724137931034483,task,0.1724137931034483,male,1,0.25,circle,striped,,233,122,0.95,222,22a2b
22b1-3,square,cloud,0.05,,26190,2,10.59695,20,58,shape,"['striped', 'polka-dotted', 'blue', 'green']",4,0.13636363636363635,0.8181818181818181,task,0.045454545454545456,male,1,0.9,circle,polka-dotted,,333,221,0.15,131,22b1
22a2b-2a,square,cloud,0.05,,3710,2,10.59695,21,58,shape,"['solid', 'striped', 'blue', 'red']",4,0.8,0.15,task,0.05,male,1,0.15,circle,red,,322,211,0.8,221,22a2b
331-3,square,cloud,0.05,,8150,2,10.59695,22,58,shape,"['polka-dotted', 'red']",2,0.8,0.15,task,0.05,male,1,0.15,circle,polka-dotted,,332,132,0.8,232,331
,,,,,,,10.59695,,58,,,,,,,,,,,,,0.7,,,,,
211-3,green,blue,1,,11102,0,15.72065,3,59,color,"['circle', 'square', 'solid', 'striped', 'polka-dotted']",5,0,0,task,1,female,3,0,red,square,,213,321,0,332,211
211-3,green,blue,1,,14662,0,15.72065,4,59,color,"['cloud', 'square', 'solid', 'striped', 'polka-dotted']",5,0,0,task,1,female,3,0,red,solid,,123,111,0,332,211
22a1-3,green,blue,1,,10802,0,15.72065,5,59,color,"['cloud', 'circle', 'solid', 'polka-dotted']",4,0,0,task,1,female,3,0,red,cloud,,213,131,0,132,22a1
22a2b-2b,green,blue,0.5,,23242,0,15.72065,6,59,color,"['cloud', 'circle', 'striped', 'polka-dotted']",4,0,0.5652173913043479,task,0.4347826086956522,female,3,0.65,red,circle,,233,121,0,231,22a2b
,,,,,,,15.72065,,59,,,,,,,,,,,,,0.75,,,,,
22a2b-2a,green,blue,0.25,,7352,1,15.72065,11,59,color,"['cloud', 'square', 'solid', 'polka-dotted']",4,0.6060606060606061,0.24242424242424246,task,0.15151515151515152,female,3,0.4,red,square,,332,111,1,312,22a2b
311-3,green,blue,0.15,,11771,1,15.72065,12,59,color,"['cloud', 'circle', 'square', 'solid']",4,0.6896551724137931,0.20689655172413793,task,0.10344827586206896,female,3,0.3,red,cloud,,313,211,1,112,311
321-2,green,blue,0.1,,4341,1,15.72065,13,59,color,"['cloud', 'circle', 'square', 'striped']",4,0.8333333333333333,0.08333333333333333,task,0.08333333333333333,female,3,0.1,red,square,,322,221,1,122,321
311-3,green,blue,0,,8631,1,15.72065,14,59,color,"['cloud', 'circle', 'square', 'solid']",4,1,0,task,0,female,3,0,red,solid,,113,311,1,212,311
,,,,,,,15.72065,,59,,,,,,,,,,,,,1,,,,,
311-3,green,blue,0,,24421,2,15.72065,19,59,color,"['cloud', 'circle', 'square', 'polka-dotted']",4,1,0,task,0,female,3,0,red,polka-dotted,,233,131,1,332,311
311-3,green,blue,0,,24131,2,15.72065,20,59,color,"['cloud', 'circle', 'square', 'polka-dotted']",4,1,0,task,0,female,3,0,red,polka-dotted,,233,331,1,132,311
22a1-3,green,blue,0,,14532,2,15.72065,21,59,color,"['cloud', 'circle', 'striped', 'polka-dotted']",4,1,0,task,0,female,3,0,red,circle,,123,121,1,232,22a1
321-3,green,blue,0,,18421,2,15.72065,22,59,color,"['cloud', 'square', 'striped']",3,1,0,task,0,female,3,0,red,striped,,323,321,1,122,321
,,,,,,,15.72065,,59,,,,,,,,,,,,,1,,,,,
322b-2,polka-dotted,solid,0.75,,2741,0,4.729033333333334,3,60,texture,"['cloud', 'circle', 'red']",3,0.18181818181818185,0.13636363636363638,task,0.6818181818181819,male,2,0.15,striped,red,,122,112,0.2,212,322b
22b1-2,polka-dotted,solid,1,,13381,0,4.729033333333334,4,60,texture,"['cloud', 'circle', 'square', 'blue', 'green']",5,0.08333333333333333,0.08333333333333333,task,0.8333333333333333,male,2,0.1,striped,square,,123,311,0.1,221,22b1
311-3,polka-dotted,solid,0.95,,22751,0,4.729033333333334,5,60,texture,"['cloud', 'circle', 'square', 'green']",4,0.1851851851851852,0.11111111111111112,task,0.7037037037037037,male,2,0.15,striped,square,,133,313,0.25,223,311
22b1-2,polka-dotted,solid,0.15,,12611,0,4.729033333333334,6,60,texture,"['circle', 'square', 'blue', 'red', 'green']",5,0.11538461538461538,0.7692307692307692,task,0.11538461538461538,male,2,1,striped,circle,,313,211,0.15,232,22b1
,,,,,,,4.729033333333334,,60,,,,,,,,,,,,,0.95,,,,,
22b1-2,square,cloud,0.65,,5130,1,4.729033333333334,11,60,shape,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",5,0.19047619047619047,0.19047619047619047,task,0.6190476190476191,male,1,0.2,circle,polka-dotted,,132,121,0.2,312,22b1
321-3,square,cloud,0.65,,16430,1,4.729033333333334,12,60,shape,"['striped', 'red', 'green']",3,0.19047619047619047,0.19047619047619047,task,0.6190476190476191,male,1,0.2,circle,striped,,223,122,0.2,322,321
22a2b-2b,square,cloud,0.65,,19870,1,4.729033333333334,13,60,shape,"['striped', 'polka-dotted', 'blue', 'green']",4,0.19047619047619047,0.19047619047619047,task,0.6190476190476191,male,1,0.2,circle,polka-dotted,,323,131,0.2,123,22a2b
211-3,square,cloud,0.2,,15180,1,4.729033333333334,14,60,shape,"['solid', 'striped', 'polka-dotted', 'red', 'green']",5,0.16666666666666666,0.6666666666666666,task,0.16666666666666666,male,1,0.8,circle,polka-dotted,,123,332,0.2,213,211
,,,,,,,4.729033333333334,,60,,,,,,,,,,,,,0.75,,,,,
331-3,square,cloud,0.2,,190,2,4.729033333333334,19,60,shape,"['striped', 'blue']",2,0.6799999999999999,0.16,task,0.16,male,1,0.2,circle,striped,,321,121,0.85,221,331
22a2b-2a,square,cloud,0.7,,21880,2,4.729033333333334,20,60,shape,"['solid', 'polka-dotted', 'red', 'green']",4,0.14285714285714285,0.19047619047619047,task,0.6666666666666666,male,1,0.2,circle,polka-dotted,,133,312,0.15,113,22a2b
22b2b-2,square,cloud,0.7,,25250,2,4.729033333333334,21,60,shape,"['striped', 'polka-dotted', 'red', 'green']",4,0.14285714285714285,0.19047619047619047,task,0.6666666666666666,male,1,0.2,circle,red,,233,132,0.15,123,22b2b
322b-2,square,cloud,0.2,,8700,2,4.729033333333334,22,60,shape,"['solid', 'red', 'green']",3,0.6521739130434783,0.1739130434782609,task,0.1739130434782609,male,1,0.2,circle,red,,113,112,0.75,212,322b
,,,,,,,4.729033333333334,,60,,,,,,,,,,,,,0.8,,,,,
22b1-3,green,blue,1,,18302,0,6.812366666666667,3,61,color,"['circle', 'square', 'solid', 'striped']",4,0.3,0.3,task,0.4,male,3,0.75,red,solid,,323,221,0.75,312,22b1
22a2b-2b,green,blue,0.65,,10452,0,6.812366666666667,4,61,color,"['cloud', 'circle', 'solid', 'striped']",4,0.4285714285714286,0.10714285714285715,task,0.46428571428571436,male,3,0.15,red,striped,,213,212,0.6,122,22a2b
321-3,green,blue,0.8,,18421,0,6.812366666666667,5,61,color,"['cloud', 'square', 'striped']",3,0.17073170731707318,0.4390243902439025,task,0.39024390243902446,male,3,0.9,red,square,,323,321,0.35,122,321
321-3,green,blue,0.65,,14021,0,6.812366666666667,6,61,color,"['cloud', 'striped', 'polka-dotted']",3,0.34285714285714286,0.2857142857142857,task,0.37142857142857144,male,3,0.5,red,striped,,123,131,0.6,122,321
,,,,,,,6.812366666666667,,61,,,,,,,,,,,,,0.55,,,,,
331-3,polka-dotted,solid,0.55,,420,1,6.812366666666667,11,61,texture,"['circle', 'blue']",2,0.36111111111111105,0.33333333333333326,task,0.3055555555555555,male,2,0.6,striped,blue,,231,211,0.65,221,331
22b1-3,polka-dotted,solid,0.6,,19301,1,6.812366666666667,12,61,texture,"['cloud', 'square', 'blue', 'green']",4,0.31428571428571433,0.34285714285714286,task,0.34285714285714286,male,2,0.6,striped,green,,323,131,0.55,113,22b1
321-2,polka-dotted,solid,0.65,,25961,1,6.812366666666667,13,61,texture,"['cloud', 'circle', 'square', 'green']",4,0.3333333333333333,0.3055555555555556,task,0.3611111111111111,male,2,0.55,striped,green,,233,313,0.6,133,321
22a1-3,polka-dotted,solid,0.6,,24761,1,6.812366666666667,14,61,texture,"['circle', 'square', 'blue', 'green']",4,0.36363636363636365,0.27272727272727276,task,0.36363636363636365,male,2,0.45,striped,green,,233,321,0.6,213,22a1
,,,,,,,6.812366666666667,,61,,,,,,,,,,,,,0.5,,,,,
22b2b-2,polka-dotted,solid,0.55,,23291,2,6.812366666666667,19,61,texture,"['circle', 'square', 'blue', 'green']",4,0.3548387096774194,0.2903225806451613,task,0.3548387096774194,male,2,0.45,striped,blue,,233,211,0.55,331,22b2b
22b1-3,polka-dotted,solid,0.5,,8361,2,6.812366666666667,20,61,texture,"['cloud', 'square', 'blue', 'green']",4,0.33333333333333337,0.36363636363636365,task,0.30303030303030304,male,2,0.6,striped,blue,,113,321,0.55,131,22b1
22a2b-2b,polka-dotted,solid,0.6,,21941,2,6.812366666666667,21,61,texture,"['cloud', 'square', 'red', 'green']",4,0.3225806451612903,0.2903225806451613,task,0.3870967741935484,male,2,0.45,striped,green,,133,332,0.5,113,22a2b
22a1-3,polka-dotted,solid,0.6,,4671,2,6.812366666666667,22,61,texture,"['cloud', 'square', 'blue', 'red']",4,0.29729729729729737,0.3783783783783784,task,0.32432432432432434,male,2,0.7,striped,blue,,132,311,0.55,321,22a1
,,,,,,,6.812366666666667,,61,,,,,,,,,,,,,0.6,,,,,
22a2b-2a,polka-dotted,solid,1,,24601,0,5.38765,3,62,texture,"['cloud', 'circle', 'blue', 'green']",4,0.3333333333333333,0,task,0.6666666666666666,female,2,0,striped,cloud,,233,231,0.5,113,22a2b
331-3,polka-dotted,solid,0,,28730,0,5.38765,4,62,texture,"['square', 'green']",2,1,0,task,0,female,2,0,striped,green,,333,313,1,323,331
22a1-3,polka-dotted,solid,0,,2501,0,5.38765,5,62,texture,"['cloud', 'square', 'blue', 'red']",4,1,0,task,0,female,2,0,striped,cloud,,122,311,1,331,22a1
22b2b-2,polka-dotted,solid,0.8,,4111,0,5.38765,6,62,texture,"['circle', 'square', 'blue', 'red']",4,0,0.3846153846153846,task,0.6153846153846154,female,2,0.5,striped,circle,,322,311,0,212,22b2b
,,,,,,,5.38765,,62,,,,,,,,,,,,,0.75,,,,,
22a2b-2a,green,blue,0.8,,26252,1,5.38765,11,62,color,"['circle', 'square', 'striped', 'polka-dotted']",4,0.3846153846153846,0,task,0.6153846153846154,female,3,0,red,striped,,333,221,0.5,231,22a2b
321-2,green,blue,0,,6731,1,5.38765,12,62,color,"['cloud', 'circle', 'square', 'polka-dotted']",4,0.6296296296296295,0.37037037037037035,task,0,female,3,0.5,red,cloud,,232,331,0.85,132,321
22a1-3,green,blue,0.3,,10802,1,5.38765,13,62,color,"['cloud', 'circle', 'solid', 'polka-dotted']",4,0.20689655172413793,0.5862068965517241,task,0.20689655172413793,female,3,0.85,red,circle,,213,131,0.3,132,22a1
321-2,green,blue,0.15,,27021,1,5.38765,14,62,color,"['square', 'solid', 'striped', 'polka-dotted']",4,0.7407407407407408,0.14814814814814817,task,0.11111111111111112,female,3,0.2,red,solid,,333,312,1,322,321
,,,,,,,5.38765,,62,,,,,,,,,,,,,0.8,,,,,
331-3,polka-dotted,solid,0.05,,680,2,5.38765,19,62,texture,"['square', 'blue']",2,0.7692307692307692,0.1923076923076923,task,0.038461538461538464,female,2,0.25,striped,blue,,331,311,1,321,331
