"","X.3","X.2","X.1","X","pref1","order0","simPreference0","slide_number","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","trial_type","obj1","obj2","pref0","name","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","workerid","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum","orderObjNum1","orderObjNum2","orderObjNum3","simulatedAnswerObjNum","utteranceNum","evalNumModel","allPresentFeaValues","ambiguous"
"704",704,704,704,1054,"red",122,0.5,30,221,4,0.424242424242424,"blue","color",11.6193666666667,1,"task",221,122,"blue","task","green",0.65,213,"3","green",3,0.545454545454546,"female",221,"red",0.0303030303030303,3,213,43,"red",0,"striped","22b1",0.05,"green","['cloud', 'circle', 'solid', 'striped']",0.7,"22b1-3","blue",0.9,10392,3,13,5,20,5,"5","3","1, 5, 8, 2, 5, 7, 2, 4, 9",TRUE
"705",705,705,705,1057,"striped",223,0.5,3,223,4,0.264705882352941,"solid","texture",9.82158333333333,0,"task",311,231,"solid","task","striped",0.95,231,"2","striped",2,0.264705882352941,"male",311,"polka-dotted",0.470588235294118,0,223,44,"polka-dotted",1,"circle","22b1",0.8,"polka-dotted","['circle', 'square', 'blue', 'green']",0.45,"22b1-3","solid",0.45,15631,0,23,3,8,23,"2","3","2, 5, 9, 3, 4, 7, 2, 6, 7",TRUE
"706",706,706,706,1058,"striped",123,0.5,4,123,5,0.3,"solid","texture",9.82158333333333,0,"task",321,123,"solid","task","striped",0.95,321,"3","striped",2,0.166666666666667,"male",233,"polka-dotted",0.533333333333333,0,233,44,"polka-dotted",1,"green","22b1",0.8,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0.45,"22b1-2","solid",0.25,25151,1,22,26,6,22,"9","3","1, 5, 9, 2, 6, 9, 3, 5, 7",TRUE
"707",707,707,707,1059,"striped",232,0.5,5,122,4,0.193548387096774,"solid","texture",9.82158333333333,0,"task",312,122,"solid","task","striped",0.95,312,"3","striped",2,0.161290322580645,"male",122,"polka-dotted",0.645161290322581,0,232,44,"polka-dotted",1,"red","311",1,"polka-dotted","['cloud', 'circle', 'square', 'red']",0.3,"311-3","solid",0.25,6371,2,17,13,12,13,"8","3","2, 6, 8, 1, 5, 8, 3, 4, 8",TRUE
"708",708,708,708,1060,"striped",322,0.5,6,322,3,0.193548387096774,"solid","texture",9.82158333333333,0,"task",311,322,"solid","task","striped",0.95,311,"3","striped",2,0.161290322580645,"male",332,"polka-dotted",0.645161290322581,0,332,44,"polka-dotted",1,"red","321",1,"polka-dotted","['square', 'blue', 'red']",0.3,"321-3","solid",0.25,7730,3,15,18,3,15,"8","3","3, 5, 8, 3, 6, 8, 3, 4, 7",TRUE
"709",709,709,709,1063,"red",331,0.5,11,331,4,0.444444444444444,"blue","color",9.82158333333333,0,"task",231,331,"blue","task","red",1,231,"1","red",3,0.277777777777778,"male",313,"green",0.277777777777778,1,313,44,"green",1,"square","22a2b",0.5,"green","['circle', 'square', 'solid', 'polka-dotted']",0.8,"22a2b-2a","blue",0.5,11752,0,9,21,8,9,"3","3","3, 6, 7, 3, 4, 9, 2, 6, 7",TRUE
"710",710,710,710,1064,"red",132,0.5,12,132,4,0.380952380952381,"blue","color",9.82158333333333,0,"task",121,132,"blue","task","red",1,121,"3","red",3,0.238095238095238,"male",232,"green",0.380952380952381,1,232,44,"green",1,"cloud","22a2b",0.8,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.8,"22a2b-2a","blue",0.5,6682,1,16,17,4,16,"1","2","1, 6, 8, 2, 6, 8, 1, 5, 7",TRUE
"711",711,711,711,1065,"red",212,0.5,13,212,4,0.302325581395349,"blue","color",9.82158333333333,0,"task",111,311,"blue","task","red",1,311,"3","red",3,0.232558139534884,"male",111,"green",0.465116279069767,1,212,44,"green",1,"solid","321",1,"green","['cloud', 'circle', 'square', 'solid']",0.65,"321-2","blue",0.5,1211,2,11,1,3,11,"4","2","2, 4, 8, 1, 4, 7, 3, 4, 7",TRUE
"712",712,712,712,1066,"red",221,0.5,14,232,5,0.302325581395349,"blue","color",9.82158333333333,0,"task",221,232,"blue","task","red",1,232,"3","red",3,0.232558139534884,"male",113,"green",0.465116279069767,1,113,44,"green",1,"circle","211",1,"green","['cloud', 'circle', 'solid', 'striped', 'polka-dotted']",0.65,"211-3","blue",0.5,9402,3,5,19,17,17,"2","2","2, 5, 7, 1, 4, 9, 2, 6, 8",TRUE
"713",713,713,713,1069,"striped",323,0.5,19,332,4,0.27027027027027,"solid","texture",9.82158333333333,1,"task",112,332,"solid","task","polka-dotted",0.8,332,"2","polka-dotted",2,0.459459459459459,"male",112,"solid",0.27027027027027,2,323,44,"striped",0,"square","22b1",0.5,"polka-dotted","['cloud', 'square', 'red', 'green']",0.5,"22b1-3","striped",0.85,19161,0,24,10,18,18,"3","3","3, 5, 9, 1, 4, 8, 3, 6, 8",TRUE
"714",714,714,714,1070,"striped",222,0.5,20,133,4,0.228571428571429,"solid","texture",9.82158333333333,1,"task",222,223,"solid","task","polka-dotted",0.8,223,"2","polka-dotted",2,0.542857142857143,"male",133,"solid",0.228571428571429,2,133,44,"striped",0,"green","22a2b",0.4,"polka-dotted","['cloud', 'circle', 'red', 'green']",0.4,"22a2b-2a","striped",0.95,22681,1,14,25,23,25,"9","3","2, 5, 8, 1, 6, 9, 2, 5, 9",TRUE
"715",715,715,715,1071,"striped",312,0.5,21,331,4,0.235294117647059,"solid","texture",9.82158333333333,1,"task",331,312,"solid","task","polka-dotted",0.8,331,"2","polka-dotted",2,0.529411764705882,"male",323,"solid",0.235294117647059,2,323,44,"striped",0,"square","311",0.4,"polka-dotted","['square', 'blue', 'red', 'green']",0.4,"311-3","striped",0.9,18340,2,12,24,9,9,"3","3","3, 4, 8, 3, 5, 9, 3, 6, 7",TRUE
"716",716,716,716,1072,"striped",232,0.5,22,213,5,0.235294117647059,"solid","texture",9.82158333333333,1,"task",331,232,"solid","task","polka-dotted",0.8,331,"2","polka-dotted",2,0.529411764705882,"male",213,"solid",0.235294117647059,2,213,44,"striped",0,"green","22b1",0.4,"polka-dotted","['circle', 'square', 'blue', 'red', 'green']",0.4,"22b1-2","striped",0.9,10971,3,17,20,9,20,"9","3","2, 6, 8, 2, 4, 9, 3, 6, 7",FALSE
"717",717,717,717,1075,"circle",113,0,27,212,5,0.27027027027027,"circle","shape",9.82158333333333,1,"task",131,212,"cloud","task","square",0.9,212,"2","square",1,0.27027027027027,"male",131,"cloud",0.459459459459459,3,113,44,"cloud",0.5,"solid","22b1",0.85,"square","['solid', 'polka-dotted', 'blue', 'red', 'green']",0.5,"22b1-2","circle",0.5,8670,0,19,7,11,11,"4","3","1, 4, 9, 1, 6, 7, 2, 4, 8",TRUE
"718",718,718,718,1076,"circle",123,0,28,222,4,0.15625,"circle","shape",9.82158333333333,1,"task",222,123,"cloud","task","square",0.9,233,"2","square",1,0.3125,"male",222,"cloud",0.53125,3,233,44,"cloud",0.5,"striped","22b2b",0.85,"square","['striped', 'polka-dotted', 'red', 'green']",0.25,"22b2b-2","circle",0.5,25230,1,22,14,26,14,"5","3","1, 5, 9, 2, 5, 8, 2, 6, 9",TRUE
"719",719,719,719,1077,"circle",221,0,29,323,5,0.151515151515152,"circle","shape",9.82158333333333,1,"task",221,212,"cloud","task","square",0.9,323,"3","square",1,0.424242424242424,"male",212,"cloud",0.424242424242424,3,323,44,"cloud",0.5,"striped","22b1",0.7,"square","['solid', 'striped', 'blue', 'red', 'green']",0.25,"22b1-2","circle",0.7,18200,2,5,11,24,24,"5","3","2, 5, 7, 2, 4, 8, 3, 5, 9",TRUE
"720",720,720,720,1078,"circle",133,0,30,332,4,0.138888888888889,"circle","shape",9.82158333333333,1,"task",112,332,"cloud","task","square",0.9,332,"3","square",1,0.472222222222222,"male",112,"cloud",0.388888888888889,3,133,44,"cloud",0.5,"polka-dotted","22b2b",0.7,"square","['solid', 'polka-dotted', 'red', 'green']",0.25,"22b2b-2","circle",0.85,21690,3,25,10,18,18,"6","3","1, 6, 9, 1, 4, 8, 3, 6, 8",TRUE
"785",785,785,785,1177,"red",111,1,3,323,4,0.5,"green","color",9.25801666666667,0.5,"task",111,122,"blue","task","blue",1,323,"2","blue",3,0.5,"female",122,"red",0,0,323,49,"red",0,"striped","22b1",0,"green","['cloud', 'square', 'solid', 'striped']",0.6,"22b1-3","green",0.6,18372,0,1,13,24,24,"5","2","1, 4, 7, 1, 5, 8, 3, 5, 9",TRUE
"786",786,786,786,1178,"red",312,1,4,221,4,0.5,"green","color",9.25801666666667,0.5,"task",221,312,"blue","task","blue",1,221,"2","blue",3,0.5,"female",322,"red",0,0,322,49,"red",0,"striped","22a2b",0,"green","['circle', 'square', 'solid', 'striped']",0.7,"22a2b-2a","green",0.7,4232,1,12,15,5,5,"5","2","3, 4, 8, 3, 5, 8, 2, 5, 7",TRUE
"787",787,787,787,1179,"red",121,1,5,121,4,1,"green","color",9.25801666666667,0.5,"task",121,232,"blue","task","blue",1,223,"3","blue",3,0,"female",232,"red",0,0,223,49,"red",0,"striped","22b1",0,"green","['cloud', 'circle', 'striped', 'polka-dotted']",1,"22b1-3","green",0,16632,2,4,17,23,4,"5","3","1, 5, 7, 2, 6, 8, 2, 5, 9",TRUE
"788",788,788,788,1180,"red",121,1,6,121,4,1,"green","color",9.25801666666667,0.5,"task",121,232,"blue","task","blue",1,232,"3","blue",3,0,"female",123,"red",0,0,123,49,"red",0,"cloud","22a1",0,"green","['cloud', 'circle', 'striped', 'polka-dotted']",1,"22a1-3","green",0,14532,3,4,22,17,4,"1","3","1, 5, 7, 1, 5, 9, 2, 6, 8",TRUE
"789",789,789,789,1183,"red",122,0.5,11,113,3,0.25,"blue","color",9.25801666666667,1,"task",121,122,"blue","task","green",1,113,"2","green",3,0.5,"female",121,"blue",0.25,1,113,49,"red",0,"cloud","321",0.5,"green","['cloud', 'solid', 'striped']",0.5,"321-3","red",1,8851,0,13,4,19,19,"1","2","1, 5, 8, 1, 5, 7, 1, 4, 9",TRUE
"790",790,790,790,1184,"red",211,0.5,12,331,4,0.411764705882353,"blue","color",9.25801666666667,1,"task",211,331,"blue","task","green",1,312,"3","green",3,0.588235294117647,"female",331,"blue",0,1,312,49,"red",0,"square","22b2b",0,"green","['circle', 'square', 'solid', 'polka-dotted']",0.7,"22b2b-2","red",1,1942,1,2,9,12,9,"3","3","2, 4, 7, 3, 6, 7, 3, 4, 8",TRUE
"791",791,791,791,1185,"red",222,0.5,13,233,3,0.411764705882353,"blue","color",9.25801666666667,1,"task",231,222,"blue","task","green",1,231,"3","green",3,0.588235294117647,"female",233,"blue",0,1,233,49,"red",0,"polka-dotted","321",0,"green","['circle', 'striped', 'polka-dotted']",0.7,"321-3","red",1,23851,2,14,26,8,26,"6","3","2, 5, 8, 2, 6, 9, 2, 6, 7",TRUE
"792",792,792,792,1186,"red",232,0.5,14,231,3,0,"blue","color",9.25801666666667,1,"task",231,232,"blue","task","green",1,223,"2","green",3,1,"female",231,"blue",0,1,223,49,"red",0,"polka-dotted","321",0,"green","['circle', 'striped', 'polka-dotted']",0,"321-3","red",1,16671,3,17,8,23,8,"6","3","2, 6, 8, 2, 6, 7, 2, 5, 9",TRUE
"793",793,793,793,1189,"circle",223,0.5,19,121,4,0.571428571428571,"cloud","shape",9.25801666666667,1,"task",121,223,"cloud","task","square",1,121,"2","square",1,0.285714285714286,"female",333,"circle",0.142857142857143,2,333,49,"circle",0,"striped","22b1",0.25,"square","['striped', 'polka-dotted', 'blue', 'green']",1,"22b1-3","cloud",0.5,28340,0,23,27,4,4,"5","2","2, 5, 9, 3, 6, 9, 1, 5, 7",TRUE
"794",794,794,794,1190,"circle",121,0.5,20,121,5,0.606060606060606,"cloud","shape",9.25801666666667,1,"task",211,121,"cloud","task","square",1,211,"2","square",1,0.303030303030303,"female",333,"circle",0.0909090909090909,2,333,49,"circle",0,"blue","211",0.15,"square","['solid', 'striped', 'polka-dotted', 'blue', 'green']",1,"211-3","cloud",0.5,26040,1,4,27,2,4,"7","2","1, 5, 7, 3, 6, 9, 2, 4, 7",TRUE
"795",795,795,795,1191,"circle",312,0.5,21,312,5,0.333333333333333,"cloud","shape",9.25801666666667,1,"task",231,312,"cloud","task","square",1,122,"3","square",1,0.666666666666667,"female",231,"circle",0,2,122,49,"circle",0,"red","211",0,"square","['solid', 'striped', 'polka-dotted', 'blue', 'red']",0.5,"211-3","cloud",1,2820,2,12,8,13,12,"8","3","3, 4, 8, 2, 6, 7, 1, 5, 8",TRUE
"796",796,796,796,1192,"circle",233,0.5,22,113,4,0.333333333333333,"cloud","shape",9.25801666666667,1,"task",231,113,"cloud","task","square",1,113,"3","square",1,0.666666666666667,"female",231,"circle",0,2,233,49,"circle",0,"green","22a2b",0,"square","['solid', 'polka-dotted', 'blue', 'green']",0.5,"22a2b-2a","cloud",1,24600,3,26,8,19,19,"9","3","2, 6, 9, 2, 6, 7, 1, 4, 9",TRUE
"797",797,797,797,1195,"circle",311,0.5,27,213,4,0,"cloud","shape",9.25801666666667,0,"task",311,112,"cloud","task","circle",1,213,"2","circle",1,0,"female",112,"square",1,3,213,49,"square",1,"solid","311",1,"square","['solid', 'blue', 'red', 'green']",0,"311-3","cloud",0,10070,0,3,10,20,20,"4","2","3, 4, 7, 1, 4, 8, 2, 4, 9",TRUE
"798",798,798,798,1196,"circle",133,0.5,28,232,4,0,"cloud","shape",9.25801666666667,0,"task",331,232,"cloud","task","circle",1,232,"2","circle",1,0,"female",331,"square",1,3,133,49,"square",1,"polka-dotted","311",1,"square","['polka-dotted', 'blue', 'red', 'green']",0,"311-3","cloud",0,21520,1,25,9,17,17,"6","2","1, 6, 9, 3, 6, 7, 2, 6, 8",TRUE
"799",799,799,799,1197,"circle",321,0.5,29,211,3,0,"cloud","shape",9.25801666666667,0,"task",111,211,"cloud","task","circle",1,211,"2","circle",1,0,"female",111,"square",1,3,321,49,"square",1,"solid","321",1,"square","['solid', 'striped', 'blue']",0,"321-3","cloud",0,100,2,6,1,2,2,"4","2","3, 5, 7, 1, 4, 7, 2, 4, 7",TRUE
"800",800,800,800,1198,"circle",122,0.5,30,122,4,0.333333333333333,"cloud","shape",9.25801666666667,0,"task",321,122,"cloud","task","circle",1,321,"3","circle",1,0,"female",323,"square",0.666666666666667,3,323,49,"square",1,"striped","321",1,"square","['striped', 'blue', 'red', 'green']",0.5,"321-2","cloud",0,18420,3,13,24,6,13,"5","3","1, 5, 8, 3, 5, 9, 3, 5, 7",TRUE
"801",801,801,801,1201,"striped",113,0.5,3,231,5,0.346153846153846,"solid","texture",20.5515666666667,1,"task",311,231,"solid","task","polka-dotted",0.7,231,"3","polka-dotted",2,0.5,"female",311,"striped",0.153846153846154,0,113,50,"striped",0,"circle","22b1",0.2,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0.45,"22b1-2","solid",0.65,8391,0,19,3,8,8,"2","2","1, 4, 9, 3, 4, 7, 2, 6, 7",FALSE
"802",802,802,802,1202,"striped",311,0.5,4,231,4,0.357142857142857,"solid","texture",20.5515666666667,1,"task",311,231,"solid","task","polka-dotted",0.7,223,"3","polka-dotted",2,0.535714285714286,"female",231,"striped",0.107142857142857,0,223,50,"striped",0,"circle","22b1",0.15,"polka-dotted","['circle', 'square', 'blue', 'green']",0.5,"22b1-3","solid",0.75,15631,1,3,8,23,8,"2","3","3, 4, 7, 2, 6, 7, 2, 5, 9",TRUE
"803",803,803,803,1203,"striped",112,0.5,5,113,4,0.4,"solid","texture",20.5515666666667,1,"task",112,113,"solid","task","polka-dotted",0.7,113,"3","polka-dotted",2,0.52,"female",323,"striped",0.08,0,323,50,"striped",0,"green","22a2b",0.1,"polka-dotted","['cloud', 'square', 'red', 'green']",0.5,"22a2b-2a","solid",0.65,19331,2,10,24,19,19,"9","3","1, 4, 8, 3, 5, 9, 1, 4, 9",TRUE
"804",804,804,804,1204,"striped",322,0.5,6,232,4,0.416666666666667,"solid","texture",20.5515666666667,1,"task",112,322,"solid","task","polka-dotted",0.7,232,"3","polka-dotted",2,0.583333333333333,"female",112,"striped",0,0,232,50,"striped",0,"red","311",0,"polka-dotted","['cloud', 'circle', 'square', 'red']",0.5,"311-3","solid",0.7,6601,3,15,10,17,17,"8","3","3, 5, 8, 1, 4, 8, 2, 6, 8",TRUE
"805",805,805,805,1207,"striped",233,0,11,233,4,0.166666666666667,"striped","texture",20.5515666666667,1,"task",321,213,"solid","task","polka-dotted",0.9,213,"3","polka-dotted",2,0.5,"female",321,"solid",0.333333333333333,1,233,50,"solid",0.5,"circle","22a1",0.5,"polka-dotted","['circle', 'square', 'blue', 'green']",0.25,"22a1-3","striped",0.75,24761,0,26,6,20,26,"2","3","2, 6, 9, 3, 5, 7, 2, 4, 9",TRUE
"806",806,806,806,1208,"striped",232,0,12,232,4,0.185185185185185,"striped","texture",20.5515666666667,1,"task",321,222,"solid","task","polka-dotted",0.9,222,"3","polka-dotted",2,0.592592592592593,"female",321,"solid",0.222222222222222,1,232,50,"solid",0.5,"circle","22a2b",0.3,"polka-dotted","['circle', 'square', 'blue', 'red']",0.25,"22a2b-2b","striped",0.8,6431,1,17,6,14,17,"2","2","2, 6, 8, 3, 5, 7, 2, 5, 8",TRUE
"807",807,807,807,1209,"striped",311,0,13,133,4,0,"striped","texture",20.5515666666667,1,"task",311,113,"solid","task","polka-dotted",0.9,133,"3","polka-dotted",2,0.75,"female",113,"solid",0.25,1,133,50,"solid",0.5,"green","22a2b",0.3,"polka-dotted","['cloud', 'square', 'blue', 'green']",0,"22a2b-2b","striped",0.9,21791,2,3,19,25,25,"9","3","3, 4, 7, 1, 4, 9, 1, 6, 9",TRUE
"808",808,808,808,1210,"striped",123,0,14,233,4,0,"striped","texture",20.5515666666667,1,"task",313,123,"solid","task","polka-dotted",0.9,233,"3","polka-dotted",2,0.8,"female",313,"solid",0.2,1,233,50,"solid",0.5,"green","311",0.25,"polka-dotted","['cloud', 'circle', 'square', 'green']",0,"311-3","striped",1,25301,3,22,21,26,26,"9","3","1, 5, 9, 3, 4, 9, 2, 6, 9",TRUE
"809",809,809,809,1213,"red",222,0,19,332,4,0.166666666666667,"red","color",20.5515666666667,1,"task",321,222,"blue","task","green",0.8,332,"2","green",3,0.333333333333333,"female",321,"blue",0.5,2,332,50,"blue",0.5,"square","22b2b",0.75,"green","['circle', 'square', 'striped', 'polka-dotted']",0.25,"22b2b-2","red",0.5,7632,0,14,6,18,18,"3","3","2, 5, 8, 3, 5, 7, 3, 6, 8",TRUE
"810",810,810,810,1214,"red",221,0,20,122,4,0.166666666666667,"red","color",20.5515666666667,1,"task",221,122,"blue","task","green",0.8,322,"2","green",3,0.333333333333333,"female",122,"blue",0.5,2,322,50,"blue",0.5,"striped","321",0.75,"green","['cloud', 'circle', 'square', 'striped']",0.25,"321-2","red",0.5,4341,1,5,13,15,13,"5","3","2, 5, 7, 1, 5, 8, 3, 5, 8",TRUE
"811",811,811,811,1215,"red",122,0,21,223,3,0.0714285714285714,"red","color",20.5515666666667,1,"task",221,122,"blue","task","green",0.8,221,"2","green",3,0.392857142857143,"female",223,"blue",0.535714285714286,2,223,50,"blue",0.5,"circle","321",0.75,"green","['cloud', 'circle', 'striped']",0.1,"321-3","red",0.55,16101,2,13,23,5,23,"2","3","1, 5, 8, 2, 5, 9, 2, 5, 7",TRUE
"812",812,812,812,1216,"red",133,0,22,223,4,0,"red","color",20.5515666666667,1,"task",232,223,"blue","task","green",0.8,223,"3","green",3,0.6,"female",232,"blue",0.4,2,133,50,"blue",0.5,"circle","22b2b",0.6,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0,"22b2b-2","red",0.9,22712,3,25,17,23,23,"2","3","1, 6, 9, 2, 6, 8, 2, 5, 9",TRUE
"813",813,813,813,1219,"red",211,0.5,27,312,4,0.285714285714286,"blue","color",20.5515666666667,0,"task",211,312,"blue","task","red",1,113,"2","red",3,0.285714285714286,"female",312,"green",0.428571428571429,3,113,50,"green",1,"solid","311",0.75,"green","['cloud', 'circle', 'square', 'solid']",0.5,"311-3","blue",0.5,8721,0,2,12,19,12,"4","2","2, 4, 7, 3, 4, 8, 1, 4, 9",TRUE
"814",814,814,814,1220,"red",221,0.5,28,222,3,0.277777777777778,"blue","color",20.5515666666667,0,"task",221,222,"blue","task","red",1,222,"2","red",3,0.277777777777778,"female",233,"green",0.444444444444444,3,233,50,"green",1,"circle","321",0.8,"green","['circle', 'striped', 'polka-dotted']",0.5,"321-3","blue",0.5,23821,1,5,26,14,14,"2","2","2, 5, 7, 2, 6, 9, 2, 5, 8",TRUE
"815",815,815,815,1221,"red",232,0.5,29,232,4,0.161290322580645,"blue","color",20.5515666666667,0,"task",131,232,"blue","task","red",1,131,"2","red",3,0.32258064516129,"female",223,"green",0.516129032258065,3,223,50,"green",1,"polka-dotted","22b1",0.8,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.25,"22b1-3","blue",0.5,16662,2,17,23,7,17,"6","2","2, 6, 8, 2, 5, 9, 1, 6, 7",TRUE
"816",816,816,816,1222,"red",233,0.5,30,131,4,0.387096774193548,"blue","color",20.5515666666667,0,"task",131,233,"blue","task","red",1,131,"3","red",3,0.032258064516129,"female",333,"green",0.580645161290323,3,333,50,"green",1,"polka-dotted","321",0.9,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.6,"321-2","blue",0.05,29061,3,26,27,7,7,"6","3","2, 6, 9, 3, 6, 9, 1, 6, 7",TRUE
"833",833,833,833,1249,"red",231,0.5,3,231,4,0.476190476190476,"blue","color",11.5447166666667,0,"task",121,231,"blue","task","red",0.5,121,"3","red",3,0.0476190476190476,"female",233,"green",0.476190476190476,0,233,52,"green",1,"circle","22a2b",0.5,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.5,"22a2b-2b","blue",0.05,23242,0,8,26,4,8,"2","3","2, 6, 7, 2, 6, 9, 1, 5, 7",TRUE
"834",834,834,834,1250,"red",113,0.5,4,312,3,0.476190476190476,"blue","color",11.5447166666667,0,"task",312,113,"blue","task","red",0.5,313,"3","red",3,0.0476190476190476,"female",312,"green",0.476190476190476,0,313,52,"green",1,"square","322b",0.5,"green","['cloud', 'square', 'solid']",0.5,"322b-2","blue",0.05,13041,1,19,12,21,12,"3","3","1, 4, 9, 3, 4, 8, 3, 4, 9",TRUE
"835",835,835,835,1251,"red",222,0.5,5,222,4,0.35,"blue","color",11.5447166666667,0,"task",121,222,"blue","task","red",0.5,121,"3","red",3,0.05,"female",233,"green",0.6,0,233,52,"green",1,"striped","22b1",0.6,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.35,"22b1-3","blue",0.05,23812,2,14,26,4,14,"5","3","2, 5, 8, 2, 6, 9, 1, 5, 7",TRUE
"836",836,836,836,1252,"red",311,0.5,6,112,4,0.285714285714286,"blue","color",11.5447166666667,0,"task",311,131,"blue","task","red",0.5,131,"3","red",3,0.0476190476190476,"female",112,"green",0.666666666666667,0,112,52,"green",1,"cloud","22b2b",0.7,"green","['cloud', 'square', 'solid', 'polka-dotted']",0.3,"22b2b-2","blue",0.05,1012,3,3,10,7,10,"1","3","3, 4, 7, 1, 4, 8, 1, 6, 7",TRUE
"837",837,837,837,1255,"red",322,1,11,211,4,0.6,"green","color",11.5447166666667,0.5,"task",211,212,"blue","task","blue",1,211,"3","blue",3,0.4,"female",212,"red",0,1,322,52,"red",0,"circle","22a2b",0,"green","['circle', 'square', 'solid', 'striped']",0.6,"22a2b-2b","green",0.4,4102,0,15,11,2,2,"2","2","3, 5, 8, 2, 4, 8, 2, 4, 7",TRUE
"838",838,838,838,1256,"red",321,1,12,321,4,0.6,"green","color",11.5447166666667,0.5,"task",321,322,"blue","task","blue",1,322,"3","blue",3,0.4,"female",113,"red",0,1,113,52,"red",0,"striped","22a1",0,"green","['cloud', 'square', 'solid', 'striped']",0.6,"22a1-3","green",0.4,9122,1,6,19,15,6,"5","3","3, 5, 7, 1, 4, 9, 3, 5, 8",TRUE
"839",839,839,839,1257,"red",332,1,13,231,4,0.6,"green","color",11.5447166666667,0.5,"task",131,231,"blue","task","blue",1,131,"3","blue",3,0.4,"female",231,"red",0,1,332,52,"red",0,"polka-dotted","321",0,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.6,"321-2","green",0.4,7071,2,18,8,7,8,"6","2","3, 6, 8, 2, 6, 7, 1, 6, 7",TRUE
"840",840,840,840,1258,"red",221,1,14,221,4,1,"green","color",11.5447166666667,0.5,"task",221,131,"blue","task","blue",1,131,"3","blue",3,0,"female",223,"red",0,1,223,52,"red",0,"circle","22a2b",0,"green","['cloud', 'circle', 'striped', 'polka-dotted']",1,"22a2b-2b","green",0,15592,3,5,23,7,5,"2","3","2, 5, 7, 2, 5, 9, 1, 6, 7",TRUE
"841",841,841,841,1261,"striped",132,0.5,19,322,4,0.259259259259259,"solid","texture",11.5447166666667,0,"task",121,322,"solid","task","striped",0.4,121,"2","striped",2,0.259259259259259,"female",322,"polka-dotted",0.481481481481481,2,132,52,"polka-dotted",1,"red","22b2b",0.65,"polka-dotted","['cloud', 'square', 'blue', 'red']",0.35,"22b2b-2","solid",0.35,5491,0,16,15,4,15,"8","2","1, 6, 8, 3, 5, 8, 1, 5, 7",TRUE
"842",842,842,842,1262,"striped",323,0.5,20,323,5,0.259259259259259,"solid","texture",11.5447166666667,0,"task",111,213,"solid","task","striped",0.4,213,"2","striped",2,0.259259259259259,"female",111,"polka-dotted",0.481481481481481,2,323,52,"polka-dotted",1,"green","22b1",0.65,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0.35,"22b1-2","solid",0.35,19421,1,24,1,20,24,"9","3","3, 5, 9, 1, 4, 7, 2, 4, 9",TRUE
"843",843,843,843,1263,"striped",212,0.5,21,313,5,0.333333333333333,"solid","texture",11.5447166666667,0,"task",212,313,"solid","task","striped",0.4,133,"3","striped",2,0.125,"female",313,"polka-dotted",0.541666666666667,2,133,52,"polka-dotted",1,"green","22b1",0.65,"polka-dotted","['cloud', 'circle', 'square', 'red', 'green']",0.4,"22b1-2","solid",0.15,22241,2,11,21,25,21,"9","3","2, 4, 8, 3, 4, 9, 1, 6, 9",TRUE
"844",844,844,844,1264,"striped",111,0.5,22,221,4,0.25,"solid","texture",11.5447166666667,0,"task",111,311,"solid","task","striped",0.4,221,"3","striped",2,0.125,"female",311,"polka-dotted",0.625,2,221,52,"polka-dotted",1,"blue","321",0.75,"polka-dotted","['cloud', 'circle', 'square', 'blue']",0.3,"321-2","solid",0.15,51,3,1,3,5,5,"7","3","1, 4, 7, 3, 4, 7, 2, 5, 7",TRUE
"845",845,845,845,1267,"circle",312,1,27,111,4,0.5,"circle","shape",11.5447166666667,0,"task",111,312,"cloud","task","cloud",0.6,111,"2","cloud",1,0.25,"female",332,"square",0.25,3,332,52,"square",0.5,"solid","22a2b",0.3,"square","['solid', 'polka-dotted', 'blue', 'red']",0.6,"22a2b-2a","circle",0.3,7350,0,12,18,1,1,"4","2","3, 4, 8, 3, 6, 8, 1, 4, 7",TRUE
"846",846,846,846,1268,"circle",232,1,28,232,4,0.5,"circle","shape",11.5447166666667,0,"task",331,232,"cloud","task","cloud",0.6,233,"3","cloud",1,0.166666666666667,"female",331,"square",0.333333333333333,3,233,52,"square",0.5,"polka-dotted","321",0.4,"square","['polka-dotted', 'blue', 'red', 'green']",0.6,"321-2","circle",0.2,24280,1,17,9,26,17,"6","3","2, 6, 8, 3, 6, 7, 2, 6, 9",TRUE
