pref1,order0,simPreference0,slide_number,simulatedAnswer,numFeatures,normResponse0,simRank1,targetFeature,Answer.time_in_minutes,simPreference2,trial_type,obj1,obj2,pref0,name,guessRank0,certainty,order2,evalNum,simRank0,targetFeatureNum,normResponse2,sex,order1,guessRank2,normResponse1,blockNr,obj3,workerid,simRank2,simPreference1,utterance,uttCode,response1,pref2,featuresPresent,response0,targetUttCode,guessRank1,response2,item,trialNum 
,,,,,,,blue,,20.551566666666666,,,,,,,red,,,3,red,,,,,green,,,,50,green,,,,,,,,,blue,,,
striped,211,0.5,3,322,4,0.22222222222222227,,texture,11.515566666666667,1,task,211,231,solid,task,,,231,,,2,0.22222222222222227,male,322,,0.5555555555555556,0,322,51,,0,square,22a1,1,polka-dotted,"['circle', 'square', 'blue', 'red']",0.4,22a1-3,,0.4,3861,0
striped,112,0.5,4,112,4,0.4193548387096775,,texture,11.515566666666667,1,task,231,112,solid,task,,,231,,,2,0.2580645161290323,male,222,,0.32258064516129037,0,222,51,,0,cloud,22b1,0.5,polka-dotted,"['cloud', 'circle', 'blue', 'red']",0.65,22b1-3,,0.4,3291,1
striped,111,0.5,5,131,2,0.125,,texture,11.515566666666667,1,task,111,121,solid,task,,,131,,,2,0.625,male,121,,0.25,0,131,51,,0,blue,331,0.4,polka-dotted,"['cloud', 'blue']",0.2,331-3,,1,230,2
striped,232,0.5,6,232,4,0.10714285714285715,,texture,11.515566666666667,1,task,321,222,solid,task,,,321,,,2,0.7142857142857143,male,222,,0.17857142857142858,0,232,51,,0,red,22a2b,0.25,polka-dotted,"['circle', 'square', 'blue', 'red']",0.15,22a2b-2b,,1,6431,3
,,,,,,,,,11.515566666666667,,,,,,,,0.25,,,,,,,,,,,,51,,,,,,,,,,,,,
,,,,,,,solid,,11.515566666666667,,,,,,,polka-dotted,,,2,polka-dotted,,,,,solid,,,,51,striped,,,,,,,,,striped,,,
circle,232,0.5,11,323,4,0.2631578947368421,,shape,11.515566666666667,0,task,232,323,cloud,task,,,133,,,1,0.4736842105263158,male,323,,0.2631578947368421,1,133,51,,1,striped,22b1,0.5,square,"['striped', 'polka-dotted', 'red', 'green']",0.5,22b1-3,,0.9,22930,0
circle,113,0.5,12,231,4,0.034482758620689655,,shape,11.515566666666667,0,task,231,113,cloud,task,,,231,,,1,0.6206896551724137,male,233,,0.3448275862068965,1,233,51,,1,blue,22a2b,0.5,square,"['solid', 'polka-dotted', 'blue', 'green']",0.05,22a2b-2a,,0.9,24600,1
circle,323,0.5,13,213,5,0.029411764705882353,,shape,11.515566666666667,0,task,131,213,cloud,task,,,131,,,1,0.5294117647058824,male,213,,0.4411764705882352,1,323,51,,1,solid,211,0.75,square,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",0.05,211-3,,0.9,19480,2
circle,333,0.5,14,333,4,0.029411764705882353,,shape,11.515566666666667,0,task,222,132,cloud,task,,,132,,,1,0.5294117647058824,male,222,,0.4411764705882352,1,333,51,,1,green,22b1,0.75,square,"['striped', 'polka-dotted', 'red', 'green']",0.05,22b1-3,,0.9,27180,3
,,,,,,,,,11.515566666666667,,,,,,,,0.15,,,,,,,,,,,,51,,,,,,,,,,,,,
,,,,,,,cloud,,11.515566666666667,,,,,,,square,,,1,circle,,,,,cloud,,,,51,square,,,,,,,,,circle,,,
striped,332,0,19,332,5,0.25,,texture,11.515566666666667,0.5,task,121,222,solid,task,,,222,,,2,0.5,male,121,,0.25,2,332,51,,1,square,22b1,0.5,polka-dotted,"['cloud', 'circle', 'square', 'blue', 'red']",0.5,22b1-2,,1,7611,0
striped,113,0,20,333,4,0.25,,texture,11.515566666666667,0.5,task,121,113,solid,task,,,121,,,2,0.5,male,333,,0.25,2,333,51,,1,square,22b1,0.5,polka-dotted,"['cloud', 'square', 'blue', 'green']",0.5,22b1-3,,1,27561,1
striped,311,0,21,322,4,0.2173913043478261,,texture,11.515566666666667,0.5,task,311,212,solid,task,,,322,,,2,0.4347826086956522,male,212,,0.3478260869565218,2,322,51,,1,square,22b2b,0.8,polka-dotted,"['circle', 'square', 'blue', 'red']",0.5,22b2b-2,,1,4111,2
striped,232,0,22,222,4,0.18421052631578946,,texture,11.515566666666667,0.5,task,321,222,solid,task,,,321,,,2,0.3684210526315789,male,222,,0.4473684210526316,2,232,51,,1,circle,22a2b,0.85,polka-dotted,"['circle', 'square', 'blue', 'red']",0.35,22a2b-2b,,0.7,6431,3
,,,,,,,,,11.515566666666667,,,,,,,,0.45,,,,,,,,,,,,51,,,,,,,,,,,,,
,,,,,,,polka-dotted,,11.515566666666667,,,,,,,striped,,,3,striped,,,,,solid,,,,51,solid,,,,,,,,,polka-dotted,,,
circle,232,0.5,27,321,4,0.3225806451612903,,shape,11.515566666666667,1,task,221,321,cloud,task,,,221,,,1,0.5161290322580645,male,321,,0.16129032258064516,3,232,51,,0,striped,22a2b,0.25,square,"['striped', 'polka-dotted', 'blue', 'red']",0.5,22a2b-2b,,0.8,5740,0
circle,131,0.5,28,131,5,0.34375,,shape,11.515566666666667,1,task,221,131,cloud,task,,,221,,,1,0.5,male,313,,0.15625,3,313,51,,0,blue,211,0.25,square,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",0.55,211-3,,0.8,11590,1
circle,233,0.5,29,332,4,0.34375,,shape,11.515566666666667,1,task,131,332,cloud,task,,,131,,,1,0.5,male,332,,0.15625,3,233,51,,0,polka-dotted,311,0.25,square,"['polka-dotted', 'blue', 'red', 'green']",0.55,311-3,,0.8,24420,2
circle,312,0.5,30,312,4,0.34375,,shape,11.515566666666667,1,task,131,112,cloud,task,,,131,,,1,0.5,male,112,,0.15625,3,312,51,,0,red,22a2b,0.25,square,"['solid', 'polka-dotted', 'blue', 'red']",0.55,22a2b-2b,,0.8,2070,3
,,,,,,,,,11.515566666666667,,,,,,,,0.75,,,,,,,,,,,,51,,,,,,,,,,,,,
,,,,,,,cloud,,11.515566666666667,,,,,,,square,,,3,square,,,,,circle,,,,51,circle,,,,,,,,,cloud,,,
red,231,0.5,3,231,4,0.47619047619047616,,color,11.544716666666666,0,task,121,231,blue,task,,,121,,,3,0.047619047619047616,female,233,,0.47619047619047616,0,233,52,,1,circle,22a2b,0.5,green,"['cloud', 'circle', 'striped', 'polka-dotted']",0.5,22a2b-2b,,0.05,23242,0
red,113,0.5,4,312,3,0.47619047619047616,,color,11.544716666666666,0,task,312,113,blue,task,,,313,,,3,0.047619047619047616,female,312,,0.47619047619047616,0,313,52,,1,square,322b,0.5,green,"['cloud', 'square', 'solid']",0.5,322b-2,,0.05,13041,1
red,222,0.5,5,222,4,0.35,,color,11.544716666666666,0,task,121,222,blue,task,,,121,,,3,0.05,female,233,,0.6,0,233,52,,1,striped,22b1,0.6,green,"['cloud', 'circle', 'striped', 'polka-dotted']",0.35,22b1-3,,0.05,23812,2
red,311,0.5,6,112,4,0.2857142857142857,,color,11.544716666666666,0,task,311,131,blue,task,,,131,,,3,0.047619047619047616,female,112,,0.6666666666666666,0,112,52,,1,cloud,22b2b,0.7,green,"['cloud', 'square', 'solid', 'polka-dotted']",0.3,22b2b-2,,0.05,1012,3
,,,,,,,,,11.544716666666666,,,,,,,,0.5,,,,,,,,,,,,52,,,,,,,,,,,,,
,,,,,,,blue,,11.544716666666666,,,,,,,red,,,3,red,,,,,green,,,,52,green,,,,,,,,,blue,,,
red,322,1,11,211,4,0.6,,color,11.544716666666666,0.5,task,211,212,blue,task,,,211,,,3,0.4,female,212,,0,1,322,52,,0,circle,22a2b,0,green,"['circle', 'square', 'solid', 'striped']",0.6,22a2b-2b,,0.4,4102,0
red,321,1,12,321,4,0.6,,color,11.544716666666666,0.5,task,321,322,blue,task,,,322,,,3,0.4,female,113,,0,1,113,52,,0,striped,22a1,0,green,"['cloud', 'square', 'solid', 'striped']",0.6,22a1-3,,0.4,9122,1
red,332,1,13,231,4,0.6,,color,11.544716666666666,0.5,task,131,231,blue,task,,,131,,,3,0.4,female,231,,0,1,332,52,,0,polka-dotted,321,0,green,"['cloud', 'circle', 'square', 'polka-dotted']",0.6,321-2,,0.4,7071,2
red,221,1,14,221,4,1,,color,11.544716666666666,0.5,task,221,131,blue,task,,,131,,,3,0,female,223,,0,1,223,52,,0,circle,22a2b,0,green,"['cloud', 'circle', 'striped', 'polka-dotted']",1,22a2b-2b,,0,15592,3
,,,,,,,,,11.544716666666666,,,,,,,,1,,,,,,,,,,,,52,,,,,,,,,,,,,
,,,,,,,green,,11.544716666666666,,,,,,,blue,,,3,blue,,,,,red,,,,52,red,,,,,,,,,green,,,
striped,132,0.5,19,322,4,0.25925925925925924,,texture,11.544716666666666,0,task,121,322,solid,task,,,121,,,2,0.25925925925925924,female,322,,0.48148148148148145,2,132,52,,1,red,22b2b,0.65,polka-dotted,"['cloud', 'square', 'blue', 'red']",0.35,22b2b-2,,0.35,5491,0
striped,323,0.5,20,323,5,0.25925925925925924,,texture,11.544716666666666,0,task,111,213,solid,task,,,213,,,2,0.25925925925925924,female,111,,0.48148148148148145,2,323,52,,1,green,22b1,0.65,polka-dotted,"['cloud', 'circle', 'square', 'blue', 'green']",0.35,22b1-2,,0.35,19421,1
striped,212,0.5,21,313,5,0.33333333333333337,,texture,11.544716666666666,0,task,212,313,solid,task,,,133,,,2,0.125,female,313,,0.5416666666666667,2,133,52,,1,green,22b1,0.65,polka-dotted,"['cloud', 'circle', 'square', 'red', 'green']",0.4,22b1-2,,0.15,22241,2
striped,111,0.5,22,221,4,0.25,,texture,11.544716666666666,0,task,111,311,solid,task,,,221,,,2,0.125,female,311,,0.625,2,221,52,,1,blue,321,0.75,polka-dotted,"['cloud', 'circle', 'square', 'blue']",0.3,321-2,,0.15,51,3
,,,,,,,,,11.544716666666666,,,,,,,,0.4,,,,,,,,,,,,52,,,,,,,,,,,,,
,,,,,,,solid,,11.544716666666666,,,,,,,striped,,,3,striped,,,,,polka-dotted,,,,52,polka-dotted,,,,,,,,,solid,,,
circle,312,1,27,111,4,0.5,,shape,11.544716666666666,0,task,111,312,cloud,task,,,111,,,1,0.25,female,332,,0.25,3,332,52,,0.5,solid,22a2b,0.3,square,"['solid', 'polka-dotted', 'blue', 'red']",0.6,22a2b-2a,,0.3,7350,0
circle,232,1,28,232,4,0.5,,shape,11.544716666666666,0,task,331,232,cloud,task,,,233,,,1,0.16666666666666669,female,331,,0.33333333333333337,3,233,52,,0.5,polka-dotted,321,0.4,square,"['polka-dotted', 'blue', 'red', 'green']",0.6,321-2,,0.2,24280,1
circle,123,1,29,123,4,0.5833333333333334,,shape,11.544716666666666,0,task,222,123,cloud,task,,,222,,,1,0.16666666666666669,female,233,,0.25,3,233,52,,0.5,green,22b2b,0.3,square,"['striped', 'polka-dotted', 'red', 'green']",0.7,22b2b-2,,0.2,25230,2
circle,232,1,30,132,3,0.6521739130434783,,shape,11.544716666666666,0,task,322,132,cloud,task,,,322,,,1,0.13043478260869565,female,132,,0.2173913043478261,3,232,52,,0.5,red,321,0.25,square,"['striped', 'polka-dotted', 'red']",0.75,321-3,,0.15,6790,3
,,,,,,,,,11.544716666666666,,,,,,,,0.6,,,,,,,,,,,,52,,,,,,,,,,,,,
,,,,,,,circle,,11.544716666666666,,,,,,,cloud,,,3,cloud,,,,,square,,,,52,square,,,,,,,,,circle,,,
striped,112,0.5,3,333,4,0,,texture,11.26785,1,task,112,313,solid,task,,,333,,,2,0.6666666666666666,female,313,,0.3333333333333333,0,333,53,,0,square,22a2b,0.5,polka-dotted,"['cloud', 'square', 'red', 'green']",0,22a2b-2b,,1,27991,0
striped,113,0.5,4,233,4,0,,texture,11.26785,1,task,113,323,solid,task,,,323,,,2,0.8695652173913044,female,233,,0.13043478260869565,0,233,53,,0,green,311,0.15,polka-dotted,"['cloud', 'circle', 'square', 'green']",0,311-3,,1,25711,1
striped,111,0.5,5,333,4,0,,texture,11.26785,1,task,111,323,solid,task,,,323,,,2,1,female,333,,0,0,333,53,,0,green,22a1,0,polka-dotted,"['cloud', 'square', 'blue', 'green']",0,22a1-3,,1,28531,2
striped,213,0.5,6,213,4,0.13043478260869565,,texture,11.26785,1,task,321,213,solid,task,,,223,,,2,0.8695652173913044,female,321,,0,0,223,53,,0,circle,22a2b,0,polka-dotted,"['circle', 'square', 'blue', 'green']",0.15,22a2b-2b,,1,17161,3
,,,,,,,,,11.26785,,,,,,,,1,,,,,,,,,,,,53,,,,,,,,,,,,,
,,,,,,,solid,,11.26785,,,,,,,polka-dotted,,,3,polka-dotted,,,,,striped,,,,53,striped,,,,,,,,,solid,,,
striped,132,1,11,132,4,0.3333333333333333,,texture,11.26785,0.5,task,122,132,solid,task,,,122,,,2,0.5555555555555555,female,223,,0.1111111111111111,1,223,53,,0,red,22a2b,0.15,polka-dotted,"['cloud', 'circle', 'red', 'green']",0.45,22a2b-2b,,0.75,16571,0
striped,132,1,12,211,5,0.3,,texture,11.26785,0.5,task,211,321,solid,task,,,321,,,2,0.6,female,211,,0.09999999999999999,1,132,53,,0,blue,211,0.15,polka-dotted,"['cloud', 'circle', 'square', 'blue', 'red']",0.45,211-3,,0.9,4661,1
striped,332,1,13,213,5,0.3333333333333333,,texture,11.26785,0.5,task,332,213,solid,task,,,213,,,2,0.6666666666666666,female,123,,0,1,123,53,,0,green,211,0,polka-dotted,"['cloud', 'circle', 'square', 'red', 'green']",0.45,211-3,,0.9,15181,2
striped,121,1,14,112,3,0.37499999999999994,,texture,11.26785,0.5,task,121,112,solid,task,,,122,,,2,0.625,female,112,,0,1,122,53,,0,cloud,322b,0,polka-dotted,"['cloud', 'blue', 'red']",0.6,322b-2,,1,2590,3
,,,,,,,,,11.26785,,,,,,,,1,,,,,,,,,,,,53,,,,,,,,,,,,,
,,,,,,,polka-dotted,,11.26785,,,,,,,polka-dotted,,,2,solid,,,,,striped,,,,53,striped,,,,,,,,,solid,,,
striped,233,0.5,19,223,3,0.3333333333333333,,texture,11.26785,0,task,222,223,solid,task,,,222,,,2,0.13333333333333333,female,223,,0.5333333333333333,2,233,53,,1,circle,322b,0.8,polka-dotted,"['circle', 'red', 'green']",0.5,322b-2,,0.2,25440,0
striped,231,0.5,20,123,4,0.3333333333333333,,texture,11.26785,0,task,231,123,solid,task,,,123,,,2,0.13333333333333333,female,133,,0.5333333333333333,2,133,53,,1,green,22a2b,0.8,polka-dotted,"['cloud', 'circle', 'blue', 'green']",0.5,22a2b-2b,,0.2,22411,1
striped,321,0.5,21,321,4,0.3333333333333333,,texture,11.26785,0,task,321,331,solid,task,,,212,,,2,0.13333333333333333,female,331,,0.5333333333333333,2,212,53,,1,square,22a1,0.8,polka-dotted,"['circle', 'square', 'blue', 'red']",0.5,22a1-3,,0.2,1531,2
striped,123,0.5,22,123,4,0.14285714285714288,,texture,11.26785,0,task,331,313,solid,task,,,313,,,2,0.14285714285714288,female,331,,0.7142857142857143,2,123,53,,1,green,22b1,1,polka-dotted,"['cloud', 'square', 'blue', 'green']",0.2,22b1-3,,0.2,15281,3
,,,,,,,,,11.26785,,,,,,,,0.75,,,,,,,,,,,,53,,,,,,,,,,,,,
,,,,,,,solid,,11.26785,,,,,,,striped,,,2,striped,,,,,solid,,,,53,polka-dotted,,,,,,,,,polka-dotted,,,
circle,223,0.5,27,223,3,0.18749999999999997,,shape,11.26785,0,task,113,213,cloud,task,,,213,,,1,0.3125,female,113,,0.5,3,223,53,,1,green,322b,0.8,square,"['solid', 'striped', 'green']",0.3,322b-2,,0.5,17290,0
circle,132,0.5,28,233,4,0.18749999999999997,,shape,11.26785,0,task,331,132,cloud,task,,,331,,,1,0.3125,female,233,,0.5,3,233,53,,1,polka-dotted,311,0.8,square,"['polka-dotted', 'blue', 'red', 'green']",0.3,311-3,,0.5,24130,1
circle,212,0.5,29,212,4,0.19999999999999998,,shape,11.26785,0,task,221,212,cloud,task,,,312,,,1,0.26666666666666666,female,221,,0.5333333333333333,3,312,53,,1,red,22a2b,0.8,square,"['solid', 'striped', 'blue', 'red']",0.3,22a2b-2b,,0.4,2140,2
circle,223,0.5,30,223,4,0.19999999999999998,,shape,11.26785,0,task,121,222,cloud,task,,,121,,,1,0.26666666666666666,female,222,,0.5333333333333333,3,223,53,,1,striped,321,0.8,square,"['striped', 'blue', 'red', 'green']",0.3,321-2,,0.4,16210,3
,,,,,,,,,11.26785,,,,,,,,0.7,,,,,,,,,,,,53,,,,,,,,,,,,,
,,,,,,,cloud,,11.26785,,,,,,,circle,,,2,circle,,,,,cloud,,,,53,square,,,,,,,,,square,,,
red,223,0,3,211,4,0.590909090909091,,color,10.267433333333333,1,task,211,232,blue,task,,,211,,,3,0.13636363636363638,male,232,,0.27272727272727276,0,223,54,,0.5,solid,311,0.3,green,"['circle', 'solid', 'striped', 'polka-dotted']",0.65,311-3,,0.15,16611,0
red,112,0,4,213,4,0.25,,color,10.267433333333333,1,task,221,112,blue,task,,,213,,,3,0.5357142857142857,male,221,,0.2142857142857143,0,213,54,,0.5,circle,22b1,0.3,green,"['cloud', 'circle', 'solid', 'striped']",0.35,22b1-3,,0.75,10092,1
red,133,0,5,133,4,0.3125,,color,10.267433333333333,1,task,112,332,blue,task,,,112,,,3,0.46875,male,332,,0.21874999999999997,0,133,54,,0.5,polka-dotted,22b2b,0.35,green,"['cloud', 'square', 'solid', 'polka-dotted']",0.5,22b2b-2,,0.75,21692,2
red,212,0,6,212,4,0.37142857142857144,,color,10.267433333333333,1,task,111,212,blue,task,,,111,,,3,0.34285714285714286,male,222,,0.2857142857142857,0,222,54,,0.5,circle,22a2b,0.5,green,"['cloud', 'circle', 'solid', 'striped']",0.65,22a2b-2a,,0.6,3312,3
,,,,,,,,,10.267433333333333,,,,,,,,0.75,,,,,,,,,,,,54,,,,,,,,,,,,,
,,,,,,,red,,10.267433333333333,,,,,,,blue,,,1,green,,,,,red,,,,54,blue,,,,,,,,,green,,,
red,322,0.5,11,331,4,0.4848484848484849,,color,10.267433333333333,1,task,121,331,blue,task,,,121,,,3,0.393939393939394,male,331,,0.12121212121212123,1,322,54,,0,square,22b2b,0.2,green,"['cloud', 'square', 'striped', 'polka-dotted']",0.8,22b2b-2,,0.65,3952,0
red,221,0.5,12,223,4,0.3243243243243243,,color,10.267433333333333,1,task,221,332,blue,task,,,332,,,3,0.45945945945945943,male,223,,0.21621621621621623,1,223,54,,0,circle,22a1,0.4,green,"['circle', 'square', 'striped', 'polka-dotted']",0.6,22a1-3,,0.85,16802,1
red,222,0.5,13,131,5,0.375,,color,10.267433333333333,1,task,131,222,blue,task,,,332,,,3,0.425,male,131,,0.2,1,332,54,,0,polka-dotted,22b1,0.4,green,"['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.75,22b1-2,,0.85,7642,2
red,311,0.5,14,213,4,0.3488372093023256,,color,10.267433333333333,1,task,311,331,blue,task,,,213,,,3,0.46511627906976744,male,331,,0.186046511627907,1,213,54,,0,solid,22a2b,0.4,green,"['circle', 'square', 'solid', 'polka-dotted']",0.75,22a2b-2a,,1,9992,3
,,,,,,,,,10.267433333333333,,,,,,,,0.8,,,,,,,,,,,,54,,,,,,,,,,,,,
,,,,,,,blue,,10.267433333333333,,,,,,,green,,,3,green,,,,,red,,,,54,red,,,,,,,,,blue,,,
striped,121,0.5,19,121,4,0.21428571428571425,,texture,10.267433333333333,0,task,121,113,solid,task,,,113,,,2,0.21428571428571425,male,333,,0.5714285714285714,2,333,54,,1,cloud,22b1,0.8,polka-dotted,"['cloud', 'square', 'blue', 'green']",0.3,22b1-3,,0.3,27561,0
striped,132,0.5,20,322,5,0.20833333333333334,,texture,10.267433333333333,0,task,231,322,solid,task,,,231,,,2,0.125,male,322,,0.6666666666666667,2,132,54,,1,red,22b1,0.8,polka-dotted,"['cloud', 'circle', 'square', 'blue', 'red']",0.25,22b1-2,,0.15,5531,1
striped,311,0.5,21,321,4,0,,texture,10.267433333333333,0,task,311,321,solid,task,,,122,,,2,0.15789473684210525,male,321,,0.8421052631578947,2,122,54,,1,blue,22a2b,0.8,polka-dotted,"['cloud', 'square', 'blue', 'red']",0,22a2b-2b,,0.15,2321,2
striped,333,0.5,22,333,3,0,,texture,10.267433333333333,0,task,311,331,solid,task,,,311,,,2,0.15789473684210525,male,331,,0.8421052631578947,2,333,54,,1,green,322b,0.8,polka-dotted,"['square', 'blue', 'green']",0,322b-2,,0.15,26300,3
,,,,,,,,,10.267433333333333,,,,,,,,0.75,,,,,,,,,,,,54,,,,,,,,,,,,,
,,,,,,,solid,,10.267433333333333,,,,,,,striped,,,2,striped,,,,,solid,,,,54,polka-dotted,,,,,,,,,polka-dotted,,,
striped,221,1,27,112,4,0.4848484848484849,,texture,10.267433333333333,0.5,task,221,112,solid,task,,,112,,,2,0.21212121212121213,male,132,,0.30303030303030304,3,132,54,,0,red,22a1,0.5,polka-dotted,"['cloud', 'circle', 'blue', 'red']",0.8,22a1-3,,0.35,4951,0
striped,312,1,28,133,4,0.42105263157894735,,texture,10.267433333333333,0.5,task,312,122,solid,task,,,122,,,2,0.42105263157894735,male,133,,0.15789473684210525,3,133,54,,0,cloud,22b1,0.3,polka-dotted,"['cloud', 'square', 'red', 'green']",0.8,22b1-3,,0.8,21011,1
striped,332,1,29,332,5,0.42105263157894735,,texture,10.267433333333333,0.5,task,121,222,solid,task,,,121,,,2,0.42105263157894735,male,222,,0.15789473684210525,3,332,54,,0,red,22b1,0.3,polka-dotted,"['cloud', 'circle', 'square', 'blue', 'red']",0.8,22b1-2,,0.8,7611,2
striped,232,1,30,312,4,0.4571428571428572,,texture,10.267433333333333,0.5,task,312,122,solid,task,,,312,,,2,0.37142857142857144,male,122,,0.17142857142857143,3,232,54,,0,red,311,0.3,polka-dotted,"['cloud', 'circle', 'square', 'red']",0.8,311-3,,0.65,6371,3
,,,,,,,,,10.267433333333333,,,,,,,,0.8,,,,,,,,,,,,54,,,,,,,,,,,,,
,,,,,,,polka-dotted,,10.267433333333333,,,,,,,solid,,,3,solid,,,,,striped,,,,54,striped,,,,,,,,,polka-dotted,,,
circle,111,0.5,3,133,4,0.6,,shape,6.83115,0,task,111,311,cloud,task,,,311,,,1,0,female,133,,0.4,0,133,55,,1,polka-dotted,22a2b,0.5,square,"['solid', 'polka-dotted', 'blue', 'green']",0.75,22a2b-2b,,0,20250,0
circle,213,0.5,4,213,4,0.393939393939394,,shape,6.83115,0,task,213,323,cloud,task,,,323,,,1,0,female,133,,0.6060606060606061,0,133,55,,1,green,311,1,square,"['solid', 'striped', 'polka-dotted', 'green']",0.65,311-3,,0,22960,1
circle,233,0.5,5,233,4,0.3333333333333333,,shape,6.83115,0,task,331,132,cloud,task,,,331,,,1,0,female,132,,0.6666666666666666,0,233,55,,1,polka-dotted,311,1,square,"['polka-dotted', 'blue', 'red', 'green']",0.5,311-3,,0,24130,2
circle,232,0.5,6,232,4,0.2,,shape,6.83115,0,task,121,331,cloud,task,,,331,,,1,0,female,121,,0.8,0,232,55,,1,polka-dotted,22b1,1,square,"['striped', 'polka-dotted', 'blue', 'red']",0.25,22b1-3,,0,5910,3
,,,,,,,,,6.83115,,,,,,,,1,,,,,,,,,,,,55,,,,,,,,,,,,,
,,,,,,,cloud,,6.83115,,,,,,,circle,,,3,circle,,,,,square,,,,55,square,,,,,,,,,cloud,,,
striped,222,1,11,332,4,0.2777777777777778,,texture,6.83115,0.5,task,221,222,solid,task,,,221,,,2,0.4444444444444445,female,332,,0.2777777777777778,1,332,55,,0,red,22a2b,0.5,polka-dotted,"['circle', 'square', 'blue', 'red']",0.5,22a2b-2a,,0.8,7621,0
striped,113,1,12,113,4,0.5,,texture,6.83115,0.5,task,132,113,solid,task,,,132,,,2,0.25,female,213,,0.25,1,213,55,,0,cloud,22a2b,0.5,polka-dotted,"['cloud', 'circle', 'red', 'green']",1,22a2b-2a,,0.5,11371,1
striped,211,1,13,211,3,0.588235294117647,,texture,6.83115,0.5,task,211,221,solid,task,,,221,,,2,0.20588235294117643,female,232,,0.20588235294117643,1,232,55,,0,circle,321,0.35,polka-dotted,"['circle', 'blue', 'red']",1,321-3,,0.35,5670,2
striped,231,1,14,112,4,0.7692307692307694,,texture,6.83115,0.5,task,231,112,solid,task,,,222,,,2,0.11538461538461539,female,112,,0.11538461538461539,1,222,55,,0,red,22b1,0.15,polka-dotted,"['cloud', 'circle', 'blue', 'red']",1,22b1-3,,0.15,3291,3
,,,,,,,,,6.83115,,,,,,,,1,,,,,,,,,,,,55,,,,,,,,,,,,,
,,,,,,,polka-dotted,,6.83115,,,,,,,solid,,,3,solid,,,,,striped,,,,55,striped,,,,,,,,,polka-dotted,,,
red,332,0,19,323,4,0.25,,color,6.83115,1,task,132,332,blue,task,,,132,,,3,0.5,female,323,,0.25,2,323,55,,0.5,square,22a2b,0.5,green,"['cloud', 'square', 'striped', 'polka-dotted']",0.5,22a2b-2a,,1,19222,0
red,321,0,20,123,4,0.14285714285714288,,color,6.83115,1,task,321,222,blue,task,,,123,,,3,0.7142857142857143,female,222,,0.14285714285714288,2,123,55,,0.5,striped,311,0.2,green,"['cloud', 'circle', 'square', 'striped']",0.2,311-3,,1,14131,1
red,123,0,21,123,4,0,,color,6.83115,1,task,121,123,blue,task,,,121,,,3,0.8333333333333334,female,333,,0.16666666666666669,2,333,55,,0.5,cloud,22a2b,0.2,green,"['cloud', 'square', 'striped', 'polka-dotted']",0,22a2b-2b,,1,28132,2
red,221,0,22,213,4,0,,color,6.83115,1,task,221,112,blue,task,,,213,,,3,0.8333333333333334,female,112,,0.16666666666666669,2,213,55,,0.5,circle,22b1,0.2,green,"['cloud', 'circle', 'solid', 'striped']",0,22b1-3,,1,10092,3
,,,,,,,,,6.83115,,,,,,,,1,,,,,,,,,,,,55,,,,,,,,,,,,,
,,,,,,,red,,6.83115,,,,,,,green,,,3,green,,,,,blue,,,,55,blue,,,,,,,,,red,,,
striped,233,0,27,233,3,0.25,,texture,6.83115,1,task,113,123,solid,task,,,123,,,2,0.5,female,113,,0.25,3,233,55,,0.5,green,321,0.5,polka-dotted,"['cloud', 'circle', 'green']",0.5,321-3,,1,25281,0
striped,211,0,28,232,4,0.16666666666666666,,texture,6.83115,1,task,211,232,solid,task,,,223,,,2,0.6666666666666666,female,232,,0.16666666666666666,3,223,55,,0.5,circle,311,0.25,polka-dotted,"['circle', 'blue', 'red', 'green']",0.25,311-3,,1,16610,1
striped,132,0,29,132,4,0,,texture,6.83115,1,task,212,322,solid,task,,,212,,,2,1,female,322,,0,3,132,55,,0.5,red,311,0,polka-dotted,"['cloud', 'circle', 'square', 'red']",0,311-3,,1,5561,2
striped,312,0,30,131,5,0,,texture,6.83115,1,task,211,131,solid,task,,,131,,,2,1,female,211,,0,3,312,55,,0.5,blue,22b1,0,polka-dotted,"['cloud', 'circle', 'square', 'blue', 'red']",0,22b1-2,,1,1811,3
,,,,,,,,,6.83115,,,,,,,,1,,,,,,,,,,,,55,,,,,,,,,,,,,
,,,,,,,striped,,6.83115,,,,,,,polka-dotted,,,3,polka-dotted,,,,,solid,,,,55,solid,,,,,,,,,striped,,,
red,223,0,3,223,4,0.3448275862068966,,color,9.269316666666667,1,task,222,313,blue,task,,,313,,,3,0.48275862068965514,male,222,,0.1724137931034483,0,223,56,,0.5,circle,22a2b,0.25,green,"['circle', 'square', 'solid', 'striped']",0.5,22a2b-2b,,0.7,17432,0
red,121,0,4,113,4,0.1923076923076923,,color,9.269316666666667,1,task,121,113,blue,task,,,323,,,3,0.6153846153846154,male,113,,0.1923076923076923,0,323,56,,0.5,cloud,22b2b,0.25,green,"['cloud', 'square', 'solid', 'striped']",0.25,22b2b-2,,0.8,19272,1
red,222,0,5,122,3,0,,color,9.269316666666667,1,task,121,122,blue,task,,,121,,,3,0.72,male,122,,0.27999999999999997,0,222,56,,0.5,cloud,322b,0.35,green,"['cloud', 'circle', 'striped']",0,322b-2,,0.9,3551,2
