"","X","workerid","pref1","order0","simPreference0","slide_number","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","trial_type","obj1","obj2","pref0","name","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum","education","enjoyment","language","gender","comments","age","assess","orderObjNum1","orderObjNum2","orderObjNum3","simulatedAnswerObjNum","utteranceNum","evalNumModel","allPresentFeaValues","ambiguous","preferencesPrior1","preferencesPrior2","preferencesPrior3"
"856",856,53,"striped",121,1,14,112,3,0.375,"polka-dotted","texture",11.26785,0.5,"task",121,112,"solid","task","polka-dotted",1,122,"2","solid",2,0.625,"female",112,"striped",0,1,122,"striped",0,"cloud","322b",0,"polka-dotted","['cloud', 'blue', 'red']",0.6,"322b-2","solid",1,2590,3,2,2,"English",NA,"That was really interesting to complete.",34,"Yes",4,10,13,10,"1","3","1, 5, 7, 1, 4, 8, 1, 5, 8",TRUE,0.555555555555555,0.0277777777777778,0.416666666666667
"860",860,53,"striped",123,0.5,22,123,4,0.142857142857143,"solid","texture",11.26785,0,"task",331,313,"solid","task","striped",0.75,313,"2","striped",2,0.142857142857143,"female",331,"solid",0.714285714285714,2,123,"polka-dotted",1,"green","22b1",1,"polka-dotted","['cloud', 'square', 'blue', 'green']",0.2,"22b1-3","polka-dotted",0.2,15281,3,2,2,"English",NA,"That was really interesting to complete.",34,"Yes",22,9,21,22,"9","2","1, 5, 9, 3, 6, 7, 3, 4, 9",TRUE,0.566037735849057,0.377358490566038,0.0566037735849057
"864",864,53,"circle",223,0.5,30,223,4,0.2,"cloud","shape",11.26785,0,"task",121,222,"cloud","task","circle",0.7,121,"2","circle",1,0.266666666666667,"female",222,"cloud",0.533333333333333,3,223,"square",1,"striped","321",0.8,"square","['striped', 'blue', 'red', 'green']",0.3,"321-2","square",0.4,16210,3,2,2,"English",NA,"That was really interesting to complete.",34,"Yes",23,14,4,23,"5","1","2, 5, 9, 2, 5, 8, 1, 5, 7",TRUE,0.11070110701107,0.298892988929889,0.590405904059041
"868",868,54,"red",212,0,6,212,4,0.371428571428571,"red","color",10.2674333333333,1,"task",111,212,"blue","task","blue",0.75,111,"1","green",3,0.342857142857143,"male",222,"red",0.285714285714286,0,222,"blue",0.5,"circle","22a2b",0.5,"green","['cloud', 'circle', 'solid', 'striped']",0.65,"22a2b-2a","green",0.6,3312,3,3,1,"english","Male",NA,21,"Yes",11,14,1,11,"2","2","2, 4, 8, 2, 5, 8, 1, 4, 7",FALSE,0.234375,0.140625,0.625
"872",872,54,"red",311,0.5,14,213,4,0.348837209302326,"blue","color",10.2674333333333,1,"task",311,331,"blue","task","green",0.8,213,"3","green",3,0.465116279069767,"male",331,"red",0.186046511627907,1,213,"red",0,"solid","22a2b",0.4,"green","['circle', 'square', 'solid', 'polka-dotted']",0.75,"22a2b-2a","blue",1,9992,3,3,1,"english","Male",NA,21,"Yes",3,9,20,20,"4","2","3, 4, 7, 3, 6, 7, 2, 4, 9",TRUE,0.094488188976378,0.118110236220472,0.78740157480315
"876",876,54,"striped",333,0.5,22,333,3,0,"solid","texture",10.2674333333333,0,"task",311,331,"solid","task","striped",0.75,311,"2","striped",2,0.157894736842105,"male",331,"solid",0.842105263157895,2,333,"polka-dotted",1,"green","322b",0.8,"polka-dotted","['square', 'blue', 'green']",0,"322b-2","polka-dotted",0.15,26300,3,3,1,"english","Male",NA,21,"Yes",27,9,3,27,"9","2","3, 6, 9, 3, 6, 7, 3, 4, 7",FALSE,0.192307692307692,0.461538461538462,0.346153846153846
"880",880,54,"striped",232,1,30,312,4,0.457142857142857,"polka-dotted","texture",10.2674333333333,0.5,"task",312,122,"solid","task","solid",0.8,312,"3","solid",2,0.371428571428571,"male",122,"striped",0.171428571428571,3,232,"striped",0,"red","311",0.3,"polka-dotted","['cloud', 'circle', 'square', 'red']",0.8,"311-3","polka-dotted",0.65,6371,3,3,1,"english","Male",NA,21,"Yes",17,13,12,12,"8","3","2, 6, 8, 1, 5, 8, 3, 4, 8",TRUE,0.756302521008403,0.0756302521008403,0.168067226890756
"884",884,55,"circle",232,0.5,6,232,4,0.2,"cloud","shape",6.83115,0,"task",121,331,"cloud","task","circle",1,331,"3","circle",1,0,"female",121,"square",0.8,0,232,"square",1,"polka-dotted","22b1",1,"square","['striped', 'polka-dotted', 'blue', 'red']",0.25,"22b1-3","cloud",0,5910,3,3,2," English","Female","Thank you! fun task!",26,"Yes",17,4,9,17,"6","3","2, 6, 8, 1, 5, 7, 3, 6, 7",TRUE,0.142857142857143,0.761904761904762,0.0952380952380952
"888",888,55,"striped",231,1,14,112,4,0.769230769230769,"polka-dotted","texture",6.83115,0.5,"task",231,112,"solid","task","solid",1,222,"3","solid",2,0.115384615384615,"female",112,"striped",0.115384615384615,1,222,"striped",0,"red","22b1",0.15,"polka-dotted","['cloud', 'circle', 'blue', 'red']",1,"22b1-3","polka-dotted",0.15,3291,3,3,2," English","Female","Thank you! fun task!",26,"Yes",8,10,14,10,"8","2","2, 6, 7, 1, 4, 8, 2, 5, 8",TRUE,0.765957446808511,0.127659574468085,0.106382978723404
"892",892,55,"red",221,0,22,213,4,0,"red","color",6.83115,1,"task",221,112,"blue","task","green",1,213,"3","green",3,0.833333333333333,"female",112,"blue",0.166666666666667,2,213,"blue",0.5,"circle","22b1",0.2,"green","['cloud', 'circle', 'solid', 'striped']",0,"22b1-3","red",1,10092,3,3,2," English","Female","Thank you! fun task!",26,"Yes",5,10,20,20,"2","3","2, 5, 7, 1, 4, 8, 2, 4, 9",TRUE,0.131578947368421,0.236842105263158,0.631578947368421
"896",896,55,"striped",312,0,30,131,5,0,"striped","texture",6.83115,1,"task",211,131,"solid","task","polka-dotted",1,131,"3","polka-dotted",2,1,"female",211,"solid",0,3,312,"solid",0.5,"blue","22b1",0,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'red']",0,"22b1-2","striped",1,1811,3,3,2," English","Female","Thank you! fun task!",26,"Yes",12,2,7,7,"7","3","3, 4, 8, 2, 4, 7, 1, 6, 7",TRUE,0.0594059405940594,0.148514851485149,0.792079207920792
"900",900,56,"red",331,0,6,132,4,0,"red","color",9.26931666666667,1,"task",331,132,"blue","task","green",0.85,232,"3","green",3,0.620689655172414,"male",132,"blue",0.379310344827586,0,232,"blue",0.5,"polka-dotted","321",0.55,"green","['cloud', 'circle', 'square', 'polka-dotted']",0,"321-2","red",0.9,6731,3,4,2,"English","Male","No comments!",64,"Yes",9,16,17,16,"6","3","3, 6, 7, 1, 6, 8, 2, 6, 8",TRUE,0.0600240096038415,0.162064825930372,0.777911164465786
"904",904,56,"red",332,1,14,332,4,0.515151515151515,"red","color",9.26931666666667,0,"task",112,332,"blue","task","blue",0.85,133,"3","blue",3,0.0303030303030303,"male",112,"green",0.454545454545455,1,133,"green",0.5,"polka-dotted","22b2b",0.75,"green","['cloud', 'square', 'solid', 'polka-dotted']",0.85,"22b2b-2","red",0.05,21692,3,4,2,"English","Male","No comments!",64,"Yes",18,10,25,18,"6","3","3, 6, 8, 1, 4, 8, 1, 6, 9",TRUE,0.882352941176471,0.0992647058823529,0.0183823529411765
"908",908,56,"red",113,0.5,22,113,3,0.580645161290323,"blue","color",9.26931666666667,1,"task",112,212,"blue","task","blue",1,212,"2","green",3,0.419354838709677,"male",112,"red",0,2,113,"red",0,"cloud","322b",0,"green","['cloud', 'circle', 'solid']",0.9,"322b-2","green",0.65,8701,3,4,2,"English","Male","No comments!",64,"Yes",19,10,11,19,"1","3","1, 4, 9, 1, 4, 8, 2, 4, 8",TRUE,0.373134328358209,0.0671641791044776,0.559701492537313
"912",912,56,"red",212,0,30,212,4,0.0588235294117647,"red","color",9.26931666666667,1,"task",231,212,"blue","task","green",0.95,222,"3","green",3,0.558823529411765,"male",231,"blue",0.382352941176471,3,222,"blue",0.5,"circle","321",0.65,"green","['circle', 'solid', 'striped', 'polka-dotted']",0.1,"321-2","red",0.95,3381,3,4,2,"English","Male","No comments!",64,"Yes",11,8,14,11,"2","2","2, 4, 8, 2, 6, 7, 2, 5, 8",TRUE,0.1875,0.0625,0.75
"948",948,59,"red",113,1,6,311,5,0.645161290322581,"red","color",13.6376333333333,0,"task",311,231,"blue","task","blue",0.65,231,"3","blue",3,0.0967741935483871,"female",311,"green",0.258064516129032,0,113,"green",0.5,"solid","22b1",0.4,"green","['cloud', 'circle', 'square', 'solid', 'polka-dotted']",1,"22b1-2","red",0.15,8392,3,2,2,"English","Male","Interesting experiment",29,"Yes",19,3,8,3,"4","3","1, 4, 9, 3, 4, 7, 2, 6, 7",TRUE,0.519230769230769,0.320512820512821,0.16025641025641
"952",952,59,"circle",113,0.5,14,313,2,0.333333333333333,"cloud","shape",13.6376333333333,1,"task",113,213,"cloud","task","square",0.8,313,"3","square",1,0.512820512820513,"female",213,"circle",0.153846153846154,1,313,"circle",0,"green","331",0.3,"square","['solid', 'green']",0.65,"331-3","cloud",1,13290,3,2,2,"English","Male","Interesting experiment",29,"Yes",19,20,21,21,"9","2","1, 4, 9, 2, 4, 9, 3, 4, 9",TRUE,0.0806451612903226,0.193548387096774,0.725806451612903
"956",956,59,"circle",133,1,22,133,4,0.514285714285714,"circle","shape",13.6376333333333,0,"task",232,323,"cloud","task","cloud",0.8,323,"3","cloud",1,0.114285714285714,"female",232,"square",0.371428571428571,2,133,"square",0.5,"polka-dotted","22b1",0.65,"square","['striped', 'polka-dotted', 'red', 'green']",0.9,"22b1-3","circle",0.2,22930,3,2,2,"English","Male","Interesting experiment",29,"Yes",25,17,24,25,"6","3","1, 6, 9, 2, 6, 8, 3, 5, 9",TRUE,0.720720720720721,0.144144144144144,0.135135135135135
"960",960,59,"striped",222,0.5,30,222,5,0.354838709677419,"solid","texture",13.6376333333333,0,"task",211,222,"solid","task","striped",0.65,211,"3","striped",2,0.161290322580645,"female",113,"polka-dotted",0.483870967741935,3,113,"polka-dotted",1,"circle","22b1",0.75,"polka-dotted","['cloud', 'circle', 'blue', 'red', 'green']",0.55,"22b1-2","solid",0.25,8951,3,2,2,"English","Male","Interesting experiment",29,"Yes",14,19,2,14,"2","3","2, 5, 8, 1, 4, 9, 2, 4, 7",TRUE,0.20584498094028,0.714739517153748,0.079415501905972
"964",964,60,"red",313,0.5,6,313,4,0.333333333333333,"blue","color",7.5764,0,"task",211,112,"blue","task","red",1,112,"3","red",3,0,"male",211,"green",0.666666666666667,0,313,"green",1,"square","311",1,"green","['cloud', 'circle', 'square', 'solid']",0.5,"311-3","blue",0,11771,3,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",21,2,10,21,"3","2","3, 4, 9, 2, 4, 7, 1, 4, 8",FALSE,0.257234726688103,0.434083601286174,0.308681672025723
"968",968,60,"striped",323,0.5,14,323,4,0.333333333333333,"solid","texture",7.5764,0,"task",213,323,"solid","task","striped",1,213,"3","striped",2,0,"male",133,"polka-dotted",0.666666666666667,1,133,"polka-dotted",1,"green","311",1,"polka-dotted","['cloud', 'circle', 'square', 'green']",0.5,"311-3","solid",0,22961,3,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",24,25,20,24,"9","2","3, 5, 9, 1, 6, 9, 2, 4, 9",TRUE,0.101123595505618,0.674157303370786,0.224719101123595
"972",972,60,"red",221,0,22,322,4,0,"red","color",7.5764,1,"task",221,322,"blue","task","green",1,322,"3","green",3,0.666666666666667,"male",333,"blue",0.333333333333333,2,333,"blue",0.5,"striped","22b1",0.5,"green","['circle', 'square', 'striped', 'polka-dotted']",0,"22b1-3","red",1,26952,3,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",5,27,15,15,"5","3","2, 5, 7, 3, 6, 9, 3, 5, 8",TRUE,0.121951219512195,0.219512195121951,0.658536585365854
"976",976,60,"red",233,0.5,30,321,5,0.333333333333333,"blue","color",7.5764,0,"task",321,123,"blue","task","red",1,321,"3","red",3,0,"male",123,"green",0.666666666666667,3,233,"green",1,"striped","22b1",1,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.5,"22b1-2","blue",0,25152,3,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",26,22,6,6,"5","3","2, 6, 9, 1, 5, 9, 3, 5, 7",TRUE,0.0719424460431655,0.863309352517986,0.0647482014388489
"980",980,61,"striped",113,1,6,113,4,1,"striped","texture",3.83715,0,"task",121,112,"solid","task","solid",1,112,"2","solid",2,0,"male",121,"striped",0,0,113,"polka-dotted",0.5,"cloud","321",0,"polka-dotted","['cloud', 'blue', 'red', 'green']",1,"321-2","polka-dotted",0,8550,3,3,2,"English","Male","This was fun and smooth",27,"Yes",19,4,10,19,"1","1","1, 4, 9, 1, 5, 7, 1, 4, 8",TRUE,0.32258064516129,0.0967741935483871,0.580645161290323
"984",984,61,"circle",112,0,14,213,4,0.272727272727273,"square","shape",3.83715,0.5,"task",311,112,"cloud","task","circle",0.95,311,"2","circle",1,0.121212121212121,"male",213,"square",0.606060606060606,1,213,"cloud",1,"solid","311",1,"square","['solid', 'blue', 'red', 'green']",0.45,"311-3","cloud",0.2,10070,3,3,2,"English","Male","This was fun and smooth",27,"Yes",10,20,3,20,"4","3","1, 4, 8, 2, 4, 9, 3, 4, 7",TRUE,0.0857142857142857,0.685714285714286,0.228571428571429
"988",988,61,"striped",213,0,22,223,4,0.275,"polka-dotted","texture",3.83715,0.5,"task",321,213,"solid","task","striped",1,223,"2","striped",2,0.225,"male",321,"polka-dotted",0.5,2,223,"solid",1,"circle","22a2b",1,"polka-dotted","['circle', 'square', 'blue', 'green']",0.55,"22a2b-2b","solid",0.45,17161,3,3,2,"English","Male","This was fun and smooth",27,"Yes",20,6,23,23,"2","3","2, 4, 9, 3, 5, 7, 2, 5, 9",TRUE,0.0714285714285714,0.571428571428571,0.357142857142857
"992",992,61,"striped",311,1,30,232,4,0.526315789473684,"striped","texture",3.83715,0,"task",311,321,"solid","task","solid",1,232,"2","solid",2,0.289473684210526,"male",321,"striped",0.184210526315789,3,232,"polka-dotted",0.5,"red","22a1",0.35,"polka-dotted","['circle', 'square', 'blue', 'red']",1,"22a1-3","polka-dotted",0.55,5721,3,3,2,"English","Male","This was fun and smooth",27,"Yes",3,6,17,17,"8","2","3, 4, 7, 3, 5, 7, 2, 6, 8",FALSE,0.444444444444444,0.444444444444444,0.111111111111111
"996",996,62,"striped",122,0,6,332,4,0,"striped","texture",8.66046666666667,1,"task",122,332,"solid","task","polka-dotted",1,313,"3","polka-dotted",2,0.869565217391304,"female",332,"solid",0.130434782608696,0,313,"solid",0.5,"red","22b1",0.15,"polka-dotted","['cloud', 'square', 'red', 'green']",0,"22b1-3","striped",1,12881,3,1,2,"English","Female",NA,29,"Yes",13,18,21,18,"8","2","1, 5, 8, 3, 6, 8, 3, 4, 9",TRUE,0.451505016722408,0.0668896321070234,0.481605351170569
"1000",1000,62,"circle",212,1,14,122,3,0.515151515151515,"square","shape",8.66046666666667,0.5,"task",212,122,"cloud","task","cloud",1,222,"3","cloud",1,0.393939393939394,"female",122,"circle",0.0909090909090909,1,222,"circle",0,"striped","322b",0.15,"square","['solid', 'striped', 'red']",0.85,"322b-2","square",0.65,3620,3,1,2,"English","Female",NA,29,"Yes",11,13,14,13,"5","3","2, 4, 8, 1, 5, 8, 2, 5, 8",TRUE,0.705882352941177,0.117647058823529,0.176470588235294
"1004",1004,62,"red",123,1,22,332,5,0.129032258064516,"red","color",8.66046666666667,0,"task",111,332,"blue","task","red",1,332,"1","blue",3,0.225806451612903,"female",111,"blue",0.645161290322581,2,123,"green",0.5,"polka-dotted","211",1,"green","['cloud', 'square', 'solid', 'striped', 'polka-dotted']",0.2,"211-3","green",0.35,14662,3,1,2,"English","Female",NA,29,"Yes",22,1,18,18,"6","3","1, 5, 9, 1, 4, 7, 3, 6, 8",FALSE,0.545454545454546,0.363636363636364,0.0909090909090909
"1008",1008,62,"red",221,1,30,133,5,0.351351351351351,"green","color",8.66046666666667,0.5,"task",221,332,"blue","task","green",1,332,"2","blue",3,0.54054054054054,"female",133,"red",0.108108108108108,3,133,"red",0,"polka-dotted","211",0.2,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.65,"211-3","blue",1,21642,3,1,2,"English","Female",NA,29,"Yes",5,25,18,25,"6","2","2, 5, 7, 1, 6, 9, 3, 6, 8",TRUE,0.405405405405405,0.0540540540540541,0.54054054054054
"1012",1012,63,"circle",323,0,6,323,4,0.0857142857142857,"square","shape",7.50938333333333,0.5,"task",121,113,"cloud","task","circle",0.75,121,"2","circle",1,0.457142857142857,"female",113,"cloud",0.457142857142857,0,323,"cloud",1,"striped","22b2b",0.8,"square","['solid', 'striped', 'blue', 'green']",0.15,"22b2b-2","square",0.8,19270,3,3,2,"English","Male",NA,53,"Yes",24,19,4,24,"5","3","3, 5, 9, 1, 4, 9, 1, 5, 7",TRUE,0.15929203539823,0.663716814159292,0.176991150442478
"1016",1016,63,"circle",123,0.5,14,123,5,0.444444444444444,"cloud","shape",7.50938333333333,1,"task",332,213,"cloud","task","square",0.9,332,"3","square",1,0.472222222222222,"female",213,"circle",0.0833333333333333,1,123,"circle",0,"green","211",0.15,"square","['solid', 'striped', 'polka-dotted', 'red', 'green']",0.8,"211-3","cloud",0.85,15180,3,3,2,"English","Male",NA,53,"Yes",22,20,18,22,"9","2","1, 5, 9, 2, 4, 9, 3, 6, 8",TRUE,0.766637089618456,0.0177462289263531,0.215616681455191
"1020",1020,63,"circle",321,0.5,22,321,4,0.435897435897436,"cloud","shape",7.50938333333333,1,"task",321,222,"cloud","task","square",1,222,"3","square",1,0.512820512820513,"female",123,"circle",0.0512820512820513,2,123,"circle",0,"striped","311",0.1,"square","['striped', 'blue', 'red', 'green']",0.85,"311-3","cloud",1,14130,3,3,2,"English","Male",NA,53,"Yes",6,22,14,6,"5","3","3, 5, 7, 1, 5, 9, 2, 5, 8",TRUE,0.108695652173913,0.0217391304347826,0.869565217391304
"1024",1024,63,"striped",211,0.5,30,131,4,0.388888888888889,"solid","texture",7.50938333333333,1,"task",211,321,"solid","task","polka-dotted",0.8,321,"3","polka-dotted",2,0.527777777777778,"female",131,"striped",0.0833333333333333,3,131,"striped",0,"blue","311",0.15,"polka-dotted","['cloud', 'circle', 'square', 'blue']",0.7,"311-3","solid",0.95,311,3,3,2,"English","Male",NA,53,"Yes",2,7,6,7,"7","3","2, 4, 7, 1, 6, 7, 3, 5, 7",TRUE,0.291497975708502,0.161943319838057,0.546558704453441
"1028",1028,64,"striped",213,0.5,6,132,4,0,"solid","texture",9.07643333333333,1,"task",122,132,"solid","task","polka-dotted",0.3,132,"2","polka-dotted",2,1,"female",122,"solid",0,0,213,"striped",0,"red","22a1",0,"polka-dotted","['cloud', 'circle', 'red', 'green']",0,"22a1-3","striped",1,10861,3,2,1,"English","Female","Wasn't too difficult. There was no technical issues.",39,"Yes",20,13,16,16,"8","3","2, 4, 9, 1, 5, 8, 1, 6, 8",TRUE,0.268389662027833,0.095427435387674,0.636182902584493
"1032",1032,64,"circle",222,1,14,233,4,0,"square","shape",9.07643333333333,0.5,"task",122,222,"cloud","task","circle",0.05,122,"0","cloud",1,0,"female",233,"cloud",1,1,233,"circle",0,"green","22a2b",1,"square","['striped', 'polka-dotted', 'red', 'green']",0,"22a2b-2b","square",0,23900,3,2,1,"English","Female","Wasn't too difficult. There was no technical issues.",39,"Yes",14,26,13,26,"9","2","2, 5, 8, 2, 6, 9, 1, 5, 8",FALSE,0.257142857142857,0.0571428571428571,0.685714285714286
"1036",1036,64,"striped",131,0,22,131,4,0,"polka-dotted","texture",9.07643333333333,0.5,"task",211,311,"solid","task","polka-dotted",0.8,211,"2","striped",2,1,"female",311,"solid",0,2,131,"solid",1,"blue","321",0,"polka-dotted","['cloud', 'circle', 'square', 'blue']",0,"321-2","striped",1,221,3,2,1,"English","Female","Wasn't too difficult. There was no technical issues.",39,"Yes",7,3,2,7,"7","3","1, 6, 7, 3, 4, 7, 2, 4, 7",TRUE,0.0424929178470255,0.906515580736544,0.0509915014164306
"1040",1040,64,"red",213,1,30,311,4,1,"red","color",9.07643333333333,0,"task",311,331,"blue","task","blue",0.8,331,"2","blue",3,0,"female",311,"red",0,3,213,"green",0.5,"solid","22a2b",0,"green","['circle', 'square', 'solid', 'polka-dotted']",1,"22a2b-2a","green",0,9992,3,2,1,"English","Female","Wasn't too difficult. There was no technical issues.",39,"Yes",20,3,9,3,"4","3","2, 4, 9, 3, 4, 7, 3, 6, 7",TRUE,0.514285714285714,0.342857142857143,0.142857142857143
"1092",1092,68,"red",223,0.5,6,122,3,0,"blue","color",9.47705,0,"task",221,122,"blue","task","red",0.3,122,"2","red",3,0,"male",221,"blue",1,0,223,"green",1,"striped","321",1,"green","['cloud', 'circle', 'striped']",0,"321-3","green",0,16101,3,1,2,"English","Female",NA,62,"Yes",23,5,13,13,"5","2","2, 5, 9, 2, 5, 7, 1, 5, 8",TRUE,0.192307692307692,0.519230769230769,0.288461538461538
"1096",1096,68,"red",111,0,14,212,4,0,"green","color",9.47705,0.5,"task",111,212,"blue","task","red",0.9,313,"3","red",3,0.0476190476190476,"male",212,"blue",0.952380952380952,1,313,"blue",1,"solid","311",1,"green","['cloud', 'circle', 'square', 'solid']",0,"311-3","green",0.05,11851,3,1,2,"English","Female",NA,62,"Yes",1,11,21,11,"4","2","1, 4, 7, 2, 4, 8, 3, 4, 9",TRUE,0.132352941176471,0.794117647058823,0.0735294117647059
"1100",1100,68,"red",133,0,22,133,4,0,"red","color",9.47705,1,"task",112,312,"blue","task","green",0.95,312,"3","green",3,0.678571428571429,"male",112,"blue",0.321428571428571,2,133,"blue",0.5,"cloud","22a2b",0.45,"green","['cloud', 'square', 'solid', 'polka-dotted']",0,"22a2b-2a","red",0.95,20882,3,1,2,"English","Female",NA,62,"Yes",25,10,12,25,"1","3","1, 6, 9, 1, 4, 8, 3, 4, 8",TRUE,0.105633802816901,0.190140845070423,0.704225352112676
"1104",1104,68,"red",332,0,30,222,4,0,"green","color",9.47705,0.5,"task",321,222,"blue","task","red",0.9,321,"3","red",3,0.272727272727273,"male",222,"blue",0.727272727272727,3,332,"blue",1,"striped","22b2b",0.8,"green","['circle', 'square', 'striped', 'polka-dotted']",0,"22b2b-2","green",0.3,7632,3,1,2,"English","Female",NA,62,"Yes",18,14,6,14,"5","3","3, 6, 8, 2, 5, 8, 3, 5, 7",TRUE,0.0793650793650794,0.761904761904762,0.158730158730159
"1108",1108,69,"striped",221,0.5,6,221,5,0.333333333333333,"solid","texture",11.71435,0,"task",221,332,"solid","task","striped",1,332,"3","striped",2,0,"female",213,"polka-dotted",0.666666666666667,0,213,"polka-dotted",1,"circle","211",1,"polka-dotted","['circle', 'square', 'blue', 'red', 'green']",0.5,"211-3","solid",0,11091,3,3,2,"English","Male",NA,31,"Yes",5,20,18,5,"2","3","2, 5, 7, 2, 4, 9, 3, 6, 8",TRUE,0.303030303030303,0.606060606060606,0.0909090909090909
"1112",1112,69,"circle",331,0.5,14,131,3,0.285714285714286,"cloud","shape",11.71435,0,"task",131,331,"cloud","task","circle",0.8,233,"3","circle",1,0,"female",131,"square",0.714285714285714,1,233,"square",1,"blue","321",1,"square","['polka-dotted', 'blue', 'green']",0.4,"321-3","cloud",0,23340,3,3,2,"English","Male",NA,31,"Yes",9,7,26,7,"7","3","3, 6, 7, 1, 6, 7, 2, 6, 9",TRUE,0.133333333333333,0.8,0.0666666666666667
"1116",1116,69,"red",321,0.5,22,222,5,0.310344827586207,"blue","color",11.71435,0,"task",321,222,"blue","task","red",1,222,"3","red",3,0,"female",133,"green",0.689655172413793,2,133,"green",1,"striped","211",1,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.45,"211-3","blue",0,21072,3,3,2,"English","Male",NA,31,"Yes",6,25,14,14,"5","3","3, 5, 7, 1, 6, 9, 2, 5, 8",TRUE,0.173913043478261,0.695652173913043,0.130434782608696
"1120",1120,69,"striped",113,1,30,113,4,0.666666666666667,"striped","texture",11.71435,0,"task",131,113,"solid","task","solid",0.65,323,"2","solid",2,0.166666666666667,"female",131,"striped",0.166666666666667,3,323,"polka-dotted",0.5,"green","22b1",0.25,"polka-dotted","['cloud', 'square', 'blue', 'green']",1,"22b1-3","polka-dotted",0.25,19301,3,3,2,"English","Male",NA,31,"Yes",19,7,24,19,"9","1","1, 4, 9, 1, 6, 7, 3, 5, 9",TRUE,0.230769230769231,0.0854700854700855,0.683760683760684
"1124",1124,70,"red",323,1,6,131,4,0.714285714285714,"green","color",10.3535,0.5,"task",121,131,"blue","task","blue",0.8,121,"3","blue",3,0.214285714285714,"female",131,"red",0.0714285714285714,0,323,"red",0,"cloud","22a2b",0.1,"green","['cloud', 'square', 'striped', 'polka-dotted']",1,"22a2b-2a","green",0.3,17892,3,2,2,"English","Male",NA,42,"Yes",24,7,4,7,"1","1","3, 5, 9, 1, 6, 7, 1, 5, 7",FALSE,0.32258064516129,0.516129032258065,0.161290322580645
"1128",1128,70,"circle",232,0,14,232,4,0.285714285714286,"square","shape",10.3535,0.5,"task",212,122,"cloud","task","circle",0.85,212,"2","circle",1,0.2,"female",122,"square",0.514285714285714,1,232,"cloud",1,"red","321",0.9,"square","['solid', 'striped', 'polka-dotted', 'red']",0.5,"321-2","cloud",0.35,6360,3,2,2,"English","Male",NA,42,"Yes",17,13,11,17,"8","2","2, 6, 8, 1, 5, 8, 2, 4, 8",TRUE,0.122950819672131,0.221311475409836,0.655737704918033
"1132",1132,70,"red",232,0,22,132,4,0.186046511627907,"red","color",10.3535,1,"task",121,132,"blue","task","green",0.8,132,"3","green",3,0.418604651162791,"female",121,"blue",0.395348837209302,2,232,"blue",0.5,"cloud","22a2b",0.85,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.4,"22a2b-2a","red",0.9,6682,3,2,2,"English","Male",NA,42,"Yes",17,4,16,16,"1","3","2, 6, 8, 1, 5, 7, 1, 6, 8",TRUE,0.0216216216216216,0.437837837837838,0.540540540540541
"1136",1136,70,"red",123,0,30,123,4,0.105263157894737,"red","color",10.3535,1,"task",121,123,"blue","task","green",0.8,333,"3","green",3,0.473684210526316,"female",121,"blue",0.421052631578947,3,333,"blue",0.5,"cloud","22a2b",0.8,"green","['cloud', 'square', 'striped', 'polka-dotted']",0.2,"22a2b-2b","red",0.9,28132,3,2,2,"English","Male",NA,42,"Yes",22,4,27,22,"1","3","1, 5, 9, 1, 5, 7, 3, 6, 9",TRUE,0.124223602484472,0.372670807453416,0.503105590062112
"1156",1156,72,"circle",312,1,6,132,5,0.9,"circle","shape",6.76588333333333,0,"task",121,312,"cloud","task","cloud",1,132,"2","cloud",1,0.05,"female",121,"circle",0.05,0,132,"square",0.5,"red","22b1",0.05,"square","['solid', 'striped', 'polka-dotted', 'blue', 'red']",0.9,"22b1-2","square",0.05,5130,3,3,2,"English","Male",NA,37,"Yes",12,4,16,16,"8","3","3, 4, 8, 1, 5, 7, 1, 6, 8",TRUE,0.642857142857143,0.267857142857143,0.0892857142857143
"1160",1160,72,"striped",212,0,14,321,4,0,"polka-dotted","texture",6.76588333333333,0.5,"task",321,331,"solid","task","striped",0.95,331,"3","striped",2,0.444444444444444,"female",321,"solid",0.555555555555556,1,212,"solid",1,"blue","22a1",1,"polka-dotted","['circle', 'square', 'blue', 'red']",0,"22a1-3","polka-dotted",0.8,1531,3,3,2,"English","Male",NA,37,"Yes",11,6,9,6,"7","3","2, 4, 8, 3, 5, 7, 3, 6, 7",TRUE,0.0427350427350427,0.615384615384615,0.341880341880342
